"Population by disability type","Number"
"Blind/low vision",""
"Female","49"
"Male","40"
"","89"
"Deaf/hard of hearing",""
"Female","73"
"Male","65"
"","138"
"Deaf-Blind",""
"Female","2"
"Male","5"
"","7"
"Intellectual disable",""
"Female","6"
"Male","9"
"","15"
"Mental disable",""
"Female","15"
"Male","14"
"","29"
"Multiple disable",""
"Female","26"
"Male","34"
"","60"
"No disability",""
"Female","12737"
"Male","9946"
"","22683"
"Physical",""
"Female","98"
"Male","123"
"","221"
"Speech problem",""
"Female","34"
"Male","24"
"","58"
