"Population by Educational Attainment","Number"
"Beginners",""
"Female","368"
"Male","364"
"","732"
"Graduate and Equivalent",""
"Female","11"
"Male","25"
"","36"
"Intermediate and Equivalent",""
"Female","59"
"Male","82"
"","141"
"Level not Stated",""
"Female","11"
"Male","10"
"","21"
"Lower Secondary (Class 6-8)",""
"Female","1073"
"Male","1069"
"","2142"
"Non Formal Education",""
"Female","575"
"Male","221"
"","796"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","8"
"","8"
"Primary Education (1-5 Class)",""
"Female","3682"
"Male","3828"
"","7510"
"Secondary Level (Class 9-10)",""
"Female","372"
"Male","449"
"","821"
"SLC and Equivalent",""
"Female","275"
"Male","366"
"","641"
