"Population by Educational Attainment","Number"
"Beginners",""
"Female","231"
"Male","246"
"","477"
"Graduate and Equivalent",""
"Female","113"
"Male","161"
"","274"
"Intermediate and Equivalent",""
"Female","386"
"Male","321"
"","707"
"Level not Stated",""
"Female","8"
"Male","7"
"","15"
"Lower Secondary (Class 6-8)",""
"Female","2046"
"Male","1608"
"","3654"
"Non Formal Education",""
"Female","643"
"Male","627"
"","1270"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","65"
"","85"
"Primary Education (1-5 Class)",""
"Female","2713"
"Male","2515"
"","5228"
"Secondary Level (Class 9-10)",""
"Female","1387"
"Male","1092"
"","2479"
"SLC and Equivalent",""
"Female","835"
"Male","799"
"","1634"
