"Population by Single Year of Age","Number"
"0",""
"Female","147"
"Male","116"
"1",""
"Female","99"
"Male","128"
"10",""
"Female","215"
"Male","187"
"11",""
"Female","177"
"Male","155"
"12",""
"Female","196"
"Male","206"
"13",""
"Female","182"
"Male","156"
"14",""
"Female","198"
"Male","177"
"15",""
"Female","154"
"Male","154"
"16",""
"Female","164"
"Male","174"
"17",""
"Female","160"
"Male","149"
"18",""
"Female","170"
"Male","144"
"19",""
"Female","124"
"Male","120"
"2",""
"Female","146"
"Male","130"
"20",""
"Female","130"
"Male","93"
"21",""
"Female","107"
"Male","121"
"22",""
"Female","102"
"Male","115"
"23",""
"Female","103"
"Male","109"
"24",""
"Female","101"
"Male","121"
"25",""
"Female","117"
"Male","113"
"26",""
"Female","90"
"Male","99"
"27",""
"Female","93"
"Male","105"
"28",""
"Female","91"
"Male","130"
"29",""
"Female","63"
"Male","83"
"3",""
"Female","159"
"Male","131"
"30",""
"Female","134"
"Male","109"
"31",""
"Female","59"
"Male","79"
"32",""
"Female","83"
"Male","85"
"33",""
"Female","47"
"Male","65"
"34",""
"Female","58"
"Male","51"
"35",""
"Female","115"
"Male","97"
"36",""
"Female","69"
"Male","53"
"37",""
"Female","56"
"Male","55"
"38",""
"Female","57"
"Male","67"
"39",""
"Female","60"
"Male","37"
"4",""
"Female","161"
"Male","167"
"40",""
"Female","117"
"Male","100"
"41",""
"Female","60"
"Male","67"
"42",""
"Female","62"
"Male","66"
"43",""
"Female","60"
"Male","56"
"44",""
"Female","42"
"Male","38"
"45",""
"Female","72"
"Male","57"
"46",""
"Female","58"
"Male","54"
"47",""
"Female","58"
"Male","42"
"48",""
"Female","63"
"Male","60"
"49",""
"Female","50"
"Male","41"
"5",""
"Female","180"
"Male","174"
"50",""
"Female","69"
"Male","74"
"51",""
"Female","47"
"Male","58"
"52",""
"Female","62"
"Male","50"
"53",""
"Female","39"
"Male","42"
"54",""
"Female","48"
"Male","46"
"55",""
"Female","41"
"Male","40"
"56",""
"Female","37"
"Male","37"
"57",""
"Female","49"
"Male","43"
"58",""
"Female","39"
"Male","33"
"59",""
"Female","31"
"Male","28"
"6",""
"Female","189"
"Male","158"
"60",""
"Female","71"
"Male","63"
"61",""
"Female","46"
"Male","55"
"62",""
"Female","26"
"Male","33"
"63",""
"Female","23"
"Male","21"
"64",""
"Female","21"
"Male","28"
"65",""
"Female","39"
"Male","29"
"66",""
"Female","13"
"Male","22"
"67",""
"Female","19"
"Male","21"
"68",""
"Female","29"
"Male","22"
"69",""
"Female","21"
"Male","13"
"7",""
"Female","207"
"Male","167"
"70",""
"Female","43"
"Male","32"
"71",""
"Female","10"
"Male","20"
"72",""
"Female","13"
"Male","19"
"73",""
"Female","15"
"Male","23"
"74",""
"Female","10"
"Male","6"
"75",""
"Female","23"
"Male","25"
"76",""
"Female","9"
"Male","15"
"77",""
"Female","11"
"Male","16"
"78",""
"Female","19"
"Male","19"
"79",""
"Female","5"
"Male","9"
"8",""
"Female","173"
"Male","203"
"80",""
"Female","19"
"Male","17"
"81",""
"Female","5"
"Male","9"
"82",""
"Female","9"
"Male","9"
"83",""
"Female","5"
"Male","4"
"84",""
"Female","4"
"Male","2"
"85",""
"Female","20"
"Male","17"
"9",""
"Female","188"
"Male","164"
