"Population by Mother tongue","Number"
"Bantawa",""
"Female","26"
"Male","26"
"","52"
"Bhujel",""
"Female","21"
"Male","13"
"","34"
"Chamling",""
"Female","14"
"Male","8"
"","22"
"Gurung",""
"Female","20"
"Male","16"
"","36"
"Limbu",""
"Female","3463"
"Male","2830"
"","6293"
"Magar",""
"Female","1717"
"Male","1329"
"","3046"
"Maithili",""
"Female","16"
"Male","23"
"","39"
"Majhi",""
"Female","63"
"Male","49"
"","112"
"Nepali",""
"Female","3022"
"Male","2564"
"","5586"
"Newar",""
"Female","33"
"Male","40"
"","73"
"Not Reported",""
"Female","11"
"Male","7"
"","18"
"Others",""
"Female","39"
"Male","34"
"","73"
"Rai",""
"Female","241"
"Male","171"
"","412"
"Sanskrit",""
"Female","8"
"Male","7"
"","15"
"Tamang",""
"Female","677"
"Male","517"
"","1194"
"Tharu",""
"Female","2"
"Male","9"
"","11"
"Yakkha",""
"Female","789"
"Male","718"
"","1507"
"Yamphu/Yamphe",""
"Female","398"
"Male","362"
"","760"
