"Population by Educational Attainment","Number"
"Beginners",""
"Female","252"
"Male","266"
"","518"
"Graduate and Equivalent",""
"Female","29"
"Male","84"
"","113"
"Intermediate and Equivalent",""
"Female","162"
"Male","214"
"","376"
"Level not Stated",""
"Female","12"
"Male","7"
"","19"
"Lower Secondary (Class 6-8)",""
"Female","1549"
"Male","1346"
"","2895"
"Non Formal Education",""
"Female","664"
"Male","442"
"","1106"
"Others",""
"Female","6"
"Male","2"
"","8"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","26"
"","30"
"Primary Education (1-5 Class)",""
"Female","2550"
"Male","2794"
"","5344"
"Secondary Level (Class 9-10)",""
"Female","866"
"Male","746"
"","1612"
"SLC and Equivalent",""
"Female","513"
"Male","501"
"","1014"
