"Population by Educational Attainment","Number"
"Beginners",""
"Female","381"
"Male","466"
"","847"
"Graduate and Equivalent",""
"Female","361"
"Male","511"
"","872"
"Intermediate and Equivalent",""
"Female","1447"
"Male","1511"
"","2958"
"Level not Stated",""
"Female","91"
"Male","101"
"","192"
"Lower Secondary (Class 6-8)",""
"Female","4881"
"Male","4515"
"","9396"
"Non Formal Education",""
"Female","1029"
"Male","785"
"","1814"
"Others",""
"Female","12"
"Male","14"
"","26"
"Post Graduate Equivalent and Above",""
"Female","61"
"Male","172"
"","233"
"Primary Education (1-5 Class)",""
"Female","5887"
"Male","6252"
"","12139"
"Secondary Level (Class 9-10)",""
"Female","2793"
"Male","2845"
"","5638"
"SLC and Equivalent",""
"Female","2309"
"Male","2637"
"","4946"
