"Population by Educational Attainment","Number"
"Beginners",""
"Female","285"
"Male","243"
"Graduate and Equivalent",""
"Female","4"
"Male","29"
"Intermediate and Equivalent",""
"Female","10"
"Male","66"
"Level not Stated",""
"Female","0"
"Male","0"
"Lower Secondary (Class 6-8)",""
"Female","286"
"Male","529"
"Non Formal Education",""
"Female","8"
"Male","8"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","1151"
"Male","1283"
"Secondary Level (Class 9-10)",""
"Female","132"
"Male","277"
"SLC and Equivalent",""
"Female","25"
"Male","118"
