"Population by disability type","Number"
"Blind/low vision",""
"Female","582"
"Male","530"
"","1112"
"Deaf/hard of hearing",""
"Female","527"
"Male","552"
"","1079"
"Deaf-Blind",""
"Female","44"
"Male","48"
"","92"
"Intellectual disable",""
"Female","84"
"Male","104"
"","188"
"Mental disable",""
"Female","192"
"Male","187"
"","379"
"Multiple disable",""
"Female","230"
"Male","227"
"","457"
"No disability",""
"Female","146700"
"Male","116090"
"","262790"
"Physical",""
"Female","864"
"Male","1198"
"","2062"
"Speech problem",""
"Female","373"
"Male","410"
"","783"
