"Population by Educational Attainment","Number"
"Beginners",""
"Female","3021"
"Male","3186"
"","6207"
"Graduate and Equivalent",""
"Female","510"
"Male","1213"
"","1723"
"Intermediate and Equivalent",""
"Female","2784"
"Male","2920"
"","5704"
"Level not Stated",""
"Female","182"
"Male","177"
"","359"
"Lower Secondary (Class 6-8)",""
"Female","20112"
"Male","17392"
"","37504"
"Non Formal Education",""
"Female","7411"
"Male","6338"
"","13749"
"Others",""
"Female","84"
"Male","115"
"","199"
"Post Graduate Equivalent and Above",""
"Female","104"
"Male","425"
"","529"
"Primary Education (1-5 Class)",""
"Female","36557"
"Male","36206"
"","72763"
"Secondary Level (Class 9-10)",""
"Female","6686"
"Male","7148"
"","13834"
"SLC and Equivalent",""
"Female","6306"
"Male","7128"
"","13434"
