"Population by Mother tongue","Number"
"Bajjika",""
"Female","663"
"Male","565"
"","1228"
"Bangla",""
"Female","6"
"Male","18"
"","24"
"Bhojpuri",""
"Female","115"
"Male","415"
"","530"
"Chepang",""
"Female","851"
"Male","777"
"","1628"
"Doteli",""
"Female","6"
"Male","6"
"","12"
"Ghale",""
"Female","1711"
"Male","1344"
"","3055"
"Gurung",""
"Female","19981"
"Male","15951"
"","35932"
"Hindi",""
"Female","52"
"Male","73"
"","125"
"Hyolmo/Yholmo",""
"Female","262"
"Male","220"
"","482"
"Kumal",""
"Female","964"
"Male","772"
"","1736"
"Limbu",""
"Female","6"
"Male","6"
"","12"
"Magar",""
"Female","7055"
"Male","5549"
"","12604"
"Maithili",""
"Female","34"
"Male","66"
"","100"
"Majhi",""
"Female","8"
"Male","4"
"","12"
"Nepali",""
"Female","109633"
"Male","86691"
"","196324"
"Newar",""
"Female","1073"
"Male","835"
"","1908"
"Not Reported",""
"Female","53"
"Male","49"
"","102"
"Others",""
"Female","224"
"Male","200"
"","424"
"Rai",""
"Female","36"
"Male","43"
"","79"
"Sherpa",""
"Female","21"
"Male","16"
"","37"
"Sign Language",""
"Female","9"
"Male","9"
"","18"
"Sunuwar",""
"Female","3"
"Male","10"
"","13"
"Tamang",""
"Female","5473"
"Male","4699"
"","10172"
"Tharu",""
"Female","18"
"Male","36"
"","54"
"Urdu",""
"Female","1339"
"Male","992"
"","2331"
