"Population by Educational Attainment","Number"
"Beginners",""
"Female","139"
"Male","126"
"","265"
"Graduate and Equivalent",""
"Female","5"
"Male","8"
"","13"
"Intermediate and Equivalent",""
"Female","19"
"Male","44"
"","63"
"Level not Stated",""
"Female","6"
"Male","0"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","54"
"Male","113"
"","167"
"Non Formal Education",""
"Female","89"
"Male","159"
"","248"
"Others",""
"Female","9"
"Male","29"
"","38"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","2"
"","2"
"Primary Education (1-5 Class)",""
"Female","498"
"Male","751"
"","1249"
"Secondary Level (Class 9-10)",""
"Female","19"
"Male","61"
"","80"
"SLC and Equivalent",""
"Female","11"
"Male","66"
"","77"
