"Population by Educational Attainment","Number"
"Beginners",""
"Female","1507"
"Male","1611"
"Graduate and Equivalent",""
"Female","1621"
"Male","2520"
"Intermediate and Equivalent",""
"Female","4641"
"Male","4676"
"Level not Stated",""
"Female","165"
"Male","139"
"Lower Secondary (Class 6-8)",""
"Female","10391"
"Male","10023"
"Non Formal Education",""
"Female","2145"
"Male","1692"
"Others",""
"Female","20"
"Male","33"
"Post Graduate Equivalent and Above",""
"Female","412"
"Male","907"
"Primary Education (1-5 Class)",""
"Female","14648"
"Male","15185"
"Secondary Level (Class 9-10)",""
"Female","8007"
"Male","7744"
"SLC and Equivalent",""
"Female","9838"
"Male","9456"
