"Population by Mother tongue","Number"
"Bahing",""
"Female","208"
"Male","189"
"Bangla",""
"Female","83"
"Male","129"
"Bantawa",""
"Female","4351"
"Male","3691"
"Bhojpuri",""
"Female","291"
"Male","305"
"Bhujel",""
"Female","249"
"Male","240"
"Chamling",""
"Female","1927"
"Male","1669"
"Chhiling",""
"Female","37"
"Male","35"
"Danuwar",""
"Female","9"
"Male","5"
"Dhimal",""
"Female","11"
"Male","13"
"Doteli",""
"Female","23"
"Male","13"
"Dumi",""
"Female","292"
"Male","211"
"Dungmali",""
"Female","65"
"Male","58"
"English",""
"Female","9"
"Male","14"
"Gurung",""
"Female","967"
"Male","772"
"Hindi",""
"Female","453"
"Male","629"
"Khaling",""
"Female","180"
"Male","170"
"Khash",""
"Female","11"
"Male","9"
"Koyee",""
"Female","102"
"Male","76"
"Kulung",""
"Female","1162"
"Male","966"
"Lapcha",""
"Female","6"
"Male","5"
"Limbu",""
"Female","7640"
"Male","6211"
"Lohorung",""
"Female","40"
"Male","35"
"Magar",""
"Female","2336"
"Male","1995"
"Maithili",""
"Female","1987"
"Male","2499"
"Majhi",""
"Female","84"
"Male","75"
"Mewahang",""
"Female","136"
"Male","104"
"Nachhiring",""
"Female","87"
"Male","81"
"Nepali",""
"Female","31006"
"Male","27509"
"Newar",""
"Female","5433"
"Male","4727"
"Not Reported",""
"Female","244"
"Male","230"
"Others",""
"Female","400"
"Male","376"
"Puma",""
"Female","68"
"Male","61"
"Punjabi",""
"Female","9"
"Male","13"
"Rai",""
"Female","4482"
"Male","3700"
"Rajbanshi",""
"Female","27"
"Male","48"
"Rajsthani",""
"Female","499"
"Male","505"
"Sampang",""
"Female","819"
"Male","617"
"Santhali",""
"Female","23"
"Male","10"
"Sherpa",""
"Female","438"
"Male","402"
"Sign Language",""
"Female","4"
"Male","7"
"Sindhi",""
"Female","108"
"Male","107"
"Sunuwar",""
"Female","286"
"Male","242"
"Tamang",""
"Female","4384"
"Male","3787"
"Thami",""
"Female","16"
"Male","9"
"Tharu",""
"Female","351"
"Male","438"
"Thulung",""
"Female","386"
"Male","335"
"Tilung",""
"Female","14"
"Male","10"
"Uranw/Urau",""
"Female","94"
"Male","72"
"Urdu",""
"Female","497"
"Male","686"
"Wambule",""
"Female","160"
"Male","160"
"Yakkha",""
"Female","503"
"Male","393"
"Yamphu/Yamphe",""
"Female","37"
"Male","28"
