"Population by Single Year of Age","Number"
"0",""
"Female","107"
"Male","102"
"1",""
"Female","79"
"Male","112"
"10",""
"Female","158"
"Male","159"
"11",""
"Female","152"
"Male","131"
"12",""
"Female","150"
"Male","175"
"13",""
"Female","137"
"Male","133"
"14",""
"Female","158"
"Male","140"
"15",""
"Female","140"
"Male","145"
"16",""
"Female","136"
"Male","148"
"17",""
"Female","120"
"Male","105"
"18",""
"Female","109"
"Male","149"
"19",""
"Female","96"
"Male","87"
"2",""
"Female","80"
"Male","87"
"20",""
"Female","96"
"Male","75"
"21",""
"Female","105"
"Male","60"
"22",""
"Female","106"
"Male","69"
"23",""
"Female","88"
"Male","41"
"24",""
"Female","93"
"Male","55"
"25",""
"Female","89"
"Male","57"
"26",""
"Female","82"
"Male","53"
"27",""
"Female","83"
"Male","49"
"28",""
"Female","79"
"Male","59"
"29",""
"Female","44"
"Male","35"
"3",""
"Female","103"
"Male","111"
"30",""
"Female","110"
"Male","52"
"31",""
"Female","47"
"Male","40"
"32",""
"Female","75"
"Male","54"
"33",""
"Female","63"
"Male","48"
"34",""
"Female","54"
"Male","32"
"35",""
"Female","82"
"Male","87"
"36",""
"Female","54"
"Male","44"
"37",""
"Female","38"
"Male","35"
"38",""
"Female","64"
"Male","49"
"39",""
"Female","37"
"Male","42"
"4",""
"Female","112"
"Male","86"
"40",""
"Female","103"
"Male","84"
"41",""
"Female","45"
"Male","35"
"42",""
"Female","57"
"Male","61"
"43",""
"Female","42"
"Male","33"
"44",""
"Female","39"
"Male","36"
"45",""
"Female","73"
"Male","70"
"46",""
"Female","47"
"Male","56"
"47",""
"Female","24"
"Male","39"
"48",""
"Female","50"
"Male","51"
"49",""
"Female","41"
"Male","32"
"5",""
"Female","143"
"Male","160"
"50",""
"Female","78"
"Male","77"
"51",""
"Female","31"
"Male","19"
"52",""
"Female","48"
"Male","49"
"53",""
"Female","31"
"Male","46"
"54",""
"Female","29"
"Male","35"
"55",""
"Female","39"
"Male","45"
"56",""
"Female","38"
"Male","40"
"57",""
"Female","35"
"Male","29"
"58",""
"Female","30"
"Male","32"
"59",""
"Female","24"
"Male","22"
"6",""
"Female","145"
"Male","142"
"60",""
"Female","63"
"Male","54"
"61",""
"Female","33"
"Male","26"
"62",""
"Female","19"
"Male","19"
"63",""
"Female","31"
"Male","23"
"64",""
"Female","25"
"Male","22"
"65",""
"Female","22"
"Male","33"
"66",""
"Female","18"
"Male","20"
"67",""
"Female","28"
"Male","22"
"68",""
"Female","15"
"Male","27"
"69",""
"Female","10"
"Male","14"
"7",""
"Female","161"
"Male","162"
"70",""
"Female","35"
"Male","26"
"71",""
"Female","14"
"Male","11"
"72",""
"Female","19"
"Male","13"
"73",""
"Female","15"
"Male","12"
"74",""
"Female","10"
"Male","21"
"75",""
"Female","17"
"Male","17"
"76",""
"Female","12"
"Male","12"
"77",""
"Female","10"
"Male","16"
"78",""
"Female","11"
"Male","16"
"79",""
"Female","9"
"Male","12"
"8",""
"Female","152"
"Male","149"
"80",""
"Female","15"
"Male","10"
"81",""
"Female","8"
"Male","6"
"82",""
"Female","4"
"Male","6"
"83",""
"Female","6"
"Male","9"
"84",""
"Female","9"
"Male","8"
"85",""
"Female","26"
"Male","27"
"9",""
"Female","148"
"Male","137"
