"Population by Educational Attainment","Number"
"Beginners",""
"Female","262"
"Male","358"
"Graduate and Equivalent",""
"Female","226"
"Male","894"
"Intermediate and Equivalent",""
"Female","642"
"Male","1629"
"Level not Stated",""
"Female","149"
"Male","171"
"Lower Secondary (Class 6-8)",""
"Female","3140"
"Male","4202"
"Non Formal Education",""
"Female","202"
"Male","203"
"Others",""
"Female","142"
"Male","76"
"Post Graduate Equivalent and Above",""
"Female","21"
"Male","313"
"Primary Education (1-5 Class)",""
"Female","7074"
"Male","8431"
"Secondary Level (Class 9-10)",""
"Female","1615"
"Male","2848"
"SLC and Equivalent",""
"Female","1314"
"Male","2386"
