"Population by Educational Attainment","Number"
"Beginners",""
"Female","87"
"Male","69"
"Graduate and Equivalent",""
"Female","14"
"Male","47"
"Intermediate and Equivalent",""
"Female","67"
"Male","95"
"Level not Stated",""
"Female","7"
"Male","7"
"Lower Secondary (Class 6-8)",""
"Female","747"
"Male","599"
"Non Formal Education",""
"Female","226"
"Male","301"
"Others",""
"Female","4"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","893"
"Male","878"
"Secondary Level (Class 9-10)",""
"Female","346"
"Male","387"
"SLC and Equivalent",""
"Female","398"
"Male","394"
