"Population by Caste Ethinicity","Number"
"Amat",""
"Female","22"
"Male","30"
"","52"
"Badhaee",""
"Female","17"
"Male","17"
"","34"
"Badi",""
"Female","72"
"Male","67"
"","139"
"Bangali",""
"Female","7"
"Male","16"
"","23"
"Bantar/Sardar",""
"Female","194"
"Male","179"
"","373"
"Baraee",""
"Female","20"
"Male","15"
"","35"
"Bhote",""
"Female","14"
"Male","12"
"","26"
"Bin",""
"Female","11"
"Male","18"
"","29"
"Brahman - Hill",""
"Female","1007"
"Male","840"
"","1847"
"Brahman - Tarai",""
"Female","43"
"Male","51"
"","94"
"Chamar/ Harijan/ Ram",""
"Female","108"
"Male","131"
"","239"
"Chamling",""
"Female","9"
"Male","9"
"","18"
"Chhetri",""
"Female","1574"
"Male","1269"
"","2843"
"Dalit Others",""
"Female","5"
"Male","8"
"","13"
"Damai/Dholi",""
"Female","118"
"Male","85"
"","203"
"Danuwar",""
"Female","18"
"Male","14"
"","32"
"Dhanuk",""
"Female","73"
"Male","76"
"","149"
"Dom",""
"Female","16"
"Male","17"
"","33"
"Dusadh/ Pasawan/ Pasi",""
"Female","473"
"Male","478"
"","951"
"Gangai",""
"Female","2044"
"Male","2166"
"","4210"
"Ghale",""
"Female","33"
"Male","28"
"","61"
"Gharti/Bhujel",""
"Female","26"
"Male","16"
"","42"
"Gurung",""
"Female","60"
"Male","48"
"","108"
"Hajam/Thakur",""
"Female","386"
"Male","393"
"","779"
"Halwai",""
"Female","115"
"Male","104"
"","219"
"Kalwar",""
"Female","17"
"Male","19"
"","36"
"Kamar",""
"Female","67"
"Male","66"
"","133"
"Kami",""
"Female","108"
"Male","105"
"","213"
"Kathabaniyan",""
"Female","53"
"Male","44"
"","97"
"Kayastha",""
"Female","10"
"Male","19"
"","29"
"Kewat",""
"Female","2505"
"Male","2364"
"","4869"
"Khaling",""
"Female","6"
"Male","6"
"","12"
"Khatwe",""
"Female","358"
"Male","291"
"","649"
"Koche",""
"Female","6"
"Male","5"
"","11"
"Koiri/Kushwaha",""
"Female","212"
"Male","210"
"","422"
"Kumal",""
"Female","132"
"Male","132"
"","264"
"Kumhar",""
"Female","32"
"Male","45"
"","77"
"Kurmi",""
"Female","12"
"Male","5"
"","17"
"Limbu",""
"Female","218"
"Male","158"
"","376"
"Lohar",""
"Female","5"
"Male","10"
"","15"
"Magar",""
"Female","68"
"Male","66"
"","134"
"Majhi",""
"Female","285"
"Male","302"
"","587"
"Mallaha",""
"Female","592"
"Male","605"
"","1197"
"Marwadi",""
"Female","19"
"Male","22"
"","41"
"Musahar",""
"Female","2057"
"Male","2162"
"","4219"
"Musalman",""
"Female","4161"
"Male","4286"
"","8447"
"Newar",""
"Female","327"
"Male","280"
"","607"
"Nuniya",""
"Female","160"
"Male","163"
"","323"
"Nurang",""
"Female","34"
"Male","30"
"","64"
"Others",""
"Female","40"
"Male","32"
"","72"
"Rai",""
"Female","352"
"Male","280"
"","632"
"Rajbansi",""
"Female","2995"
"Male","2758"
"","5753"
"Rajput",""
"Female","66"
"Male","62"
"","128"
"Sanyasi/Dasnami",""
"Female","14"
"Male","16"
"","30"
"Sarki",""
"Female","52"
"Male","50"
"","102"
"Satar/ Santhal",""
"Female","849"
"Male","825"
"","1674"
"Sonar",""
"Female","72"
"Male","73"
"","145"
"Sudhi",""
"Female","78"
"Male","84"
"","162"
"Sunuwar",""
"Female","19"
"Male","19"
"","38"
"Tajpuriya",""
"Female","284"
"Male","237"
"","521"
"Tamang",""
"Female","288"
"Male","258"
"","546"
"Tatma/Tatwa",""
"Female","98"
"Male","90"
"","188"
"Teli",""
"Female","979"
"Male","1008"
"","1987"
"Terai Others",""
"Female","241"
"Male","247"
"","488"
"Thakali",""
"Female","55"
"Male","32"
"","87"
"Thakuri",""
"Female","9"
"Male","4"
"","13"
"Tharu",""
"Female","65"
"Male","58"
"","123"
"Undefined Others",""
"Female","99"
"Male","94"
"","193"
"Yadav",""
"Female","1216"
"Male","1228"
"","2444"
"Yakkha",""
"Female","21"
"Male","20"
"","41"
