"Population by Educational Attainment","Number"
"Beginners",""
"Female","458"
"Male","519"
"","977"
"Graduate and Equivalent",""
"Female","30"
"Male","156"
"","186"
"Intermediate and Equivalent",""
"Female","173"
"Male","431"
"","604"
"Level not Stated",""
"Female","63"
"Male","78"
"","141"
"Lower Secondary (Class 6-8)",""
"Female","2406"
"Male","3270"
"","5676"
"Non Formal Education",""
"Female","273"
"Male","362"
"","635"
"Others",""
"Female","14"
"Male","19"
"","33"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","33"
"","38"
"Primary Education (1-5 Class)",""
"Female","5450"
"Male","6669"
"","12119"
"Secondary Level (Class 9-10)",""
"Female","1368"
"Male","1837"
"","3205"
"SLC and Equivalent",""
"Female","1189"
"Male","1614"
"","2803"
