"Population by Educational Attainment","Number"
"Beginners",""
"Female","811"
"Male","912"
"","1723"
"Graduate and Equivalent",""
"Female","230"
"Male","523"
"","753"
"Intermediate and Equivalent",""
"Female","775"
"Male","1044"
"","1819"
"Level not Stated",""
"Female","26"
"Male","18"
"","44"
"Lower Secondary (Class 6-8)",""
"Female","3118"
"Male","4071"
"","7189"
"Non Formal Education",""
"Female","723"
"Male","427"
"","1150"
"Others",""
"Female","13"
"Male","41"
"","54"
"Post Graduate Equivalent and Above",""
"Female","43"
"Male","169"
"","212"
"Primary Education (1-5 Class)",""
"Female","8197"
"Male","10419"
"","18616"
"Secondary Level (Class 9-10)",""
"Female","1327"
"Male","1710"
"","3037"
"SLC and Equivalent",""
"Female","1068"
"Male","1409"
"","2477"
