"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","137"
"Male","140"
"Baraee",""
"Female","964"
"Male","882"
"Bin",""
"Female","347"
"Male","382"
"Brahman - Hill",""
"Female","693"
"Male","759"
"Brahman - Tarai",""
"Female","2470"
"Male","2525"
"Chamar/ Harijan/ Ram",""
"Female","849"
"Male","802"
"Chepang /Praja",""
"Female","10"
"Male","3"
"Chhetri",""
"Female","36"
"Male","36"
"Dhanuk",""
"Female","2233"
"Male","2345"
"Dhobi",""
"Female","267"
"Male","321"
"Dhunia",""
"Female","61"
"Male","43"
"Dom",""
"Female","46"
"Male","56"
"Dusadh/ Pasawan/ Pasi",""
"Female","457"
"Male","464"
"Gaderi/Bhedihar",""
"Female","105"
"Male","114"
"Gharti/Bhujel",""
"Female","18"
"Male","20"
"Hajam/Thakur",""
"Female","415"
"Male","416"
"Halwai",""
"Female","215"
"Male","224"
"Kalwar",""
"Female","315"
"Male","291"
"Kami",""
"Female","11"
"Male","10"
"Kanu",""
"Female","291"
"Male","300"
"Kathabaniyan",""
"Female","49"
"Male","65"
"Kayastha",""
"Female","192"
"Male","203"
"Kewat",""
"Female","361"
"Male","398"
"Khatwe",""
"Female","951"
"Male","877"
"Koiri/Kushwaha",""
"Female","1197"
"Male","1148"
"Kumhar",""
"Female","447"
"Male","476"
"Kurmi",""
"Female","202"
"Male","225"
"Lohar",""
"Female","239"
"Male","257"
"Mali",""
"Female","91"
"Male","79"
"Mallaha",""
"Female","1330"
"Male","1330"
"Musahar",""
"Female","612"
"Male","623"
"Musalman",""
"Female","3179"
"Male","2813"
"Nuniya",""
"Female","562"
"Male","586"
"Others",""
"Female","43"
"Male","20"
"Rajput",""
"Female","1344"
"Male","1464"
"Sanyasi/Dasnami",""
"Female","37"
"Male","35"
"Sonar",""
"Female","322"
"Male","299"
"Sudhi",""
"Female","213"
"Male","221"
"Teli",""
"Female","1420"
"Male","1513"
"Terai Others",""
"Female","196"
"Male","186"
"Tharu",""
"Female","9"
"Male","9"
"Yadav",""
"Female","1900"
"Male","1896"
