"Population by Mother tongue","Number"
"Bahing",""
"Female","1325"
"Male","1188"
"Bantawa",""
"Female","16"
"Male","14"
"Bhojpuri",""
"Female","15"
"Male","17"
"Bhujel",""
"Female","33"
"Male","38"
"Chamling",""
"Female","19"
"Male","24"
"Doteli",""
"Female","25"
"Male","11"
"Dumi",""
"Female","11"
"Male","17"
"Gurung",""
"Female","30"
"Male","28"
"Khaling",""
"Female","4593"
"Male","4390"
"Kulung",""
"Female","4910"
"Male","4761"
"Limbu",""
"Female","4"
"Male","8"
"Magar",""
"Female","798"
"Male","806"
"Maithili",""
"Female","326"
"Male","415"
"Nachhiring",""
"Female","2023"
"Male","2019"
"Nepali",""
"Female","20343"
"Male","18264"
"Newar",""
"Female","338"
"Male","297"
"Not Reported",""
"Female","86"
"Male","91"
"Others",""
"Female","190"
"Male","217"
"Rai",""
"Female","223"
"Male","214"
"Sherpa",""
"Female","9265"
"Male","8341"
"Sunuwar",""
"Female","129"
"Male","108"
"Tamang",""
"Female","5032"
"Male","4800"
"Tharu",""
"Female","26"
"Male","38"
"Thulung",""
"Female","4766"
"Male","4434"
"Tibetan",""
"Female","22"
"Male","31"
