"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","178"
"Male","153"
"Badi",""
"Female","52"
"Male","54"
"Bahing",""
"Female","71"
"Male","70"
"Bangali",""
"Female","4"
"Male","10"
"Bhote",""
"Female","5"
"Male","8"
"Brahman - Hill",""
"Female","2490"
"Male","2352"
"Brahman - Tarai",""
"Female","11"
"Male","9"
"Chamar/ Harijan/ Ram",""
"Female","12"
"Male","7"
"Chhetri",""
"Female","8258"
"Male","7516"
"Dalit Others",""
"Female","28"
"Male","24"
"Damai/Dholi",""
"Female","855"
"Male","729"
"Darai",""
"Female","15"
"Male","12"
"Gharti/Bhujel",""
"Female","1028"
"Male","939"
"Gurung",""
"Female","398"
"Male","354"
"Hajam/Thakur",""
"Female","39"
"Male","24"
"Jirel",""
"Female","8"
"Male","9"
"Kalar",""
"Female","161"
"Male","158"
"Kami",""
"Female","3111"
"Male","2788"
"Kanu",""
"Female","9"
"Male","6"
"Koiri/Kushwaha",""
"Female","47"
"Male","49"
"Kulung",""
"Female","4795"
"Male","4611"
"Limbu",""
"Female","16"
"Male","23"
"Magar",""
"Female","2780"
"Male","2395"
"Majhi",""
"Female","75"
"Male","60"
"Nachhiring",""
"Female","1843"
"Male","1851"
"Newar",""
"Female","1328"
"Male","1227"
"Others",""
"Female","217"
"Male","293"
"Pattharkatta/ Kushwadiya",""
"Female","23"
"Male","25"
"Rai",""
"Female","10652"
"Male","10030"
"Sanyasi/Dasnami",""
"Female","405"
"Male","371"
"Sarki",""
"Female","283"
"Male","267"
"Sherpa",""
"Female","9178"
"Male","8284"
"Sonar",""
"Female","13"
"Male","10"
"Sunuwar",""
"Female","175"
"Male","142"
"Tamang",""
"Female","5357"
"Male","5062"
"Terai Others",""
"Female","16"
"Male","13"
"Tharu",""
"Female","33"
"Male","62"
"Thulung",""
"Female","545"
"Male","531"
"Undefined Others",""
"Female","24"
"Male","16"
"Yadav",""
"Female","2"
"Male","19"
"Yamphu",""
"Female","8"
"Male","8"
