"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","60"
"Male","55"
"Bin",""
"Female","58"
"Male","58"
"Brahman - Hill",""
"Female","204"
"Male","217"
"Brahman - Tarai",""
"Female","74"
"Male","72"
"Chamar/ Harijan/ Ram",""
"Female","979"
"Male","1101"
"Damai/Dholi",""
"Female","31"
"Male","24"
"Dhanuk",""
"Female","567"
"Male","649"
"Dhobi",""
"Female","326"
"Male","358"
"Dhunia",""
"Female","78"
"Male","75"
"Dom",""
"Female","19"
"Male","22"
"Dusadh/ Pasawan/ Pasi",""
"Female","340"
"Male","371"
"Hajam/Thakur",""
"Female","542"
"Male","566"
"Kahar",""
"Female","21"
"Male","20"
"Kalwar",""
"Female","515"
"Male","560"
"Kanu",""
"Female","1094"
"Male","1265"
"Kathabaniyan",""
"Female","480"
"Male","499"
"Kayastha",""
"Female","7"
"Male","8"
"Kewat",""
"Female","7"
"Male","10"
"Koiri/Kushwaha",""
"Female","1556"
"Male","1752"
"Kumal",""
"Female","92"
"Male","87"
"Kumhar",""
"Female","294"
"Male","320"
"Kurmi",""
"Female","1624"
"Male","1829"
"Lohar",""
"Female","349"
"Male","403"
"Mali",""
"Female","32"
"Male","29"
"Mallaha",""
"Female","603"
"Male","642"
"Musahar",""
"Female","13"
"Male","8"
"Musalman",""
"Female","1684"
"Male","1742"
"Nuniya",""
"Female","791"
"Male","918"
"Others",""
"Female","40"
"Male","9"
"Rajput",""
"Female","20"
"Male","14"
"Sanyasi/Dasnami",""
"Female","66"
"Male","87"
"Sonar",""
"Female","123"
"Male","145"
"Tamang",""
"Female","99"
"Male","116"
"Tatma/Tatwa",""
"Female","159"
"Male","194"
"Teli",""
"Female","2034"
"Male","2167"
"Terai Others",""
"Female","679"
"Male","766"
"Yadav",""
"Female","2923"
"Male","3199"
"Yakkha",""
"Female","356"
"Male","377"
