"Population by Single Year of Age","Number"
"0",""
"Female","356"
"Male","369"
"1",""
"Female","318"
"Male","335"
"10",""
"Female","771"
"Male","902"
"11",""
"Female","277"
"Male","260"
"12",""
"Female","627"
"Male","668"
"13",""
"Female","286"
"Male","289"
"14",""
"Female","420"
"Male","455"
"15",""
"Female","377"
"Male","472"
"16",""
"Female","381"
"Male","473"
"17",""
"Female","185"
"Male","268"
"18",""
"Female","350"
"Male","556"
"19",""
"Female","132"
"Male","182"
"2",""
"Female","547"
"Male","555"
"20",""
"Female","556"
"Male","622"
"21",""
"Female","125"
"Male","149"
"22",""
"Female","347"
"Male","408"
"23",""
"Female","249"
"Male","207"
"24",""
"Female","280"
"Male","235"
"25",""
"Female","473"
"Male","663"
"26",""
"Female","245"
"Male","213"
"27",""
"Female","164"
"Male","159"
"28",""
"Female","563"
"Male","395"
"29",""
"Female","69"
"Male","75"
"3",""
"Female","617"
"Male","660"
"30",""
"Female","733"
"Male","808"
"31",""
"Female","54"
"Male","57"
"32",""
"Female","236"
"Male","261"
"33",""
"Female","199"
"Male","120"
"34",""
"Female","158"
"Male","95"
"35",""
"Female","491"
"Male","770"
"36",""
"Female","136"
"Male","168"
"37",""
"Female","61"
"Male","76"
"38",""
"Female","426"
"Male","206"
"39",""
"Female","57"
"Male","57"
"4",""
"Female","645"
"Male","658"
"40",""
"Female","557"
"Male","769"
"41",""
"Female","44"
"Male","59"
"42",""
"Female","141"
"Male","163"
"43",""
"Female","118"
"Male","65"
"44",""
"Female","59"
"Male","62"
"45",""
"Female","393"
"Male","515"
"46",""
"Female","47"
"Male","48"
"47",""
"Female","38"
"Male","53"
"48",""
"Female","209"
"Male","139"
"49",""
"Female","36"
"Male","37"
"5",""
"Female","714"
"Male","790"
"50",""
"Female","438"
"Male","515"
"51",""
"Female","29"
"Male","54"
"52",""
"Female","55"
"Male","94"
"53",""
"Female","75"
"Male","29"
"54",""
"Female","30"
"Male","23"
"55",""
"Female","333"
"Male","378"
"56",""
"Female","33"
"Male","39"
"57",""
"Female","27"
"Male","29"
"58",""
"Female","164"
"Male","73"
"59",""
"Female","23"
"Male","33"
"6",""
"Female","701"
"Male","714"
"60",""
"Female","379"
"Male","438"
"61",""
"Female","15"
"Male","28"
"62",""
"Female","60"
"Male","66"
"63",""
"Female","39"
"Male","44"
"64",""
"Female","14"
"Male","13"
"65",""
"Female","271"
"Male","302"
"66",""
"Female","30"
"Male","26"
"67",""
"Female","12"
"Male","22"
"68",""
"Female","69"
"Male","69"
"69",""
"Female","16"
"Male","27"
"7",""
"Female","441"
"Male","498"
"70",""
"Female","168"
"Male","251"
"71",""
"Female","8"
"Male","25"
"72",""
"Female","21"
"Male","34"
"73",""
"Female","10"
"Male","8"
"74",""
"Female","1"
"Male","5"
"75",""
"Female","48"
"Male","91"
"76",""
"Female","3"
"Male","5"
"77",""
"Female","1"
"Male","4"
"78",""
"Female","8"
"Male","9"
"79",""
"Female","2"
"Male","6"
"8",""
"Female","790"
"Male","873"
"80",""
"Female","35"
"Male","44"
"81",""
"Female","1"
"Male","0"
"82",""
"Female","1"
"Male","1"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","20"
"Male","29"
"9",""
"Female","300"
"Male","289"
