"Population by Educational Attainment","Number"
"Beginners",""
"Female","258"
"Male","314"
"Graduate and Equivalent",""
"Female","29"
"Male","63"
"Intermediate and Equivalent",""
"Female","146"
"Male","204"
"Level not Stated",""
"Female","20"
"Male","19"
"Lower Secondary (Class 6-8)",""
"Female","1655"
"Male","1327"
"Non Formal Education",""
"Female","543"
"Male","326"
"Others",""
"Female","0"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","23"
"Primary Education (1-5 Class)",""
"Female","3101"
"Male","3045"
"Secondary Level (Class 9-10)",""
"Female","760"
"Male","653"
"SLC and Equivalent",""
"Female","399"
"Male","446"
