"Population by Educational Attainment","Number"
"Beginners",""
"Female","748"
"Male","846"
"","1594"
"Graduate and Equivalent",""
"Female","180"
"Male","249"
"","429"
"Intermediate and Equivalent",""
"Female","832"
"Male","871"
"","1703"
"Level not Stated",""
"Female","57"
"Male","55"
"","112"
"Lower Secondary (Class 6-8)",""
"Female","4126"
"Male","4012"
"","8138"
"Non Formal Education",""
"Female","1420"
"Male","1348"
"","2768"
"Others",""
"Female","17"
"Male","20"
"","37"
"Post Graduate Equivalent and Above",""
"Female","16"
"Male","82"
"","98"
"Primary Education (1-5 Class)",""
"Female","7323"
"Male","8340"
"","15663"
"Secondary Level (Class 9-10)",""
"Female","1891"
"Male","1856"
"","3747"
"SLC and Equivalent",""
"Female","1684"
"Male","1855"
"","3539"
