"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","6810"
"Male","5981"
"","12791"
"Brahman - Tarai",""
"Female","5"
"Male","6"
"","11"
"Chepang /Praja",""
"Female","4905"
"Male","5018"
"","9923"
"Chhetri",""
"Female","2785"
"Male","2396"
"","5181"
"Dalit Others",""
"Female","78"
"Male","70"
"","148"
"Damai/Dholi",""
"Female","666"
"Male","599"
"","1265"
"Danuwar",""
"Female","533"
"Male","510"
"","1043"
"Darai",""
"Female","245"
"Male","230"
"","475"
"Ghale",""
"Female","59"
"Male","49"
"","108"
"Gharti/Bhujel",""
"Female","73"
"Male","89"
"","162"
"Gurung",""
"Female","683"
"Male","558"
"","1241"
"Hajam/Thakur",""
"Female","29"
"Male","31"
"","60"
"Kalwar",""
"Female","17"
"Male","25"
"","42"
"Kami",""
"Female","1208"
"Male","1084"
"","2292"
"Kanu",""
"Female","15"
"Male","18"
"","33"
"Kathabaniyan",""
"Female","19"
"Male","17"
"","36"
"Kayastha",""
"Female","7"
"Male","7"
"","14"
"Koiri/Kushwaha",""
"Female","7"
"Male","5"
"","12"
"Kumal",""
"Female","11"
"Male","13"
"","24"
"Kurmi",""
"Female","7"
"Male","8"
"","15"
"Magar",""
"Female","1487"
"Male","1193"
"","2680"
"Majhi",""
"Female","13"
"Male","8"
"","21"
"Mallaha",""
"Female","20"
"Male","19"
"","39"
"Musalman",""
"Female","72"
"Male","102"
"","174"
"Newar",""
"Female","1389"
"Male","1179"
"","2568"
"Others",""
"Female","64"
"Male","75"
"","139"
"Rai",""
"Female","911"
"Male","717"
"","1628"
"Sanyasi/Dasnami",""
"Female","143"
"Male","145"
"","288"
"Sarki",""
"Female","343"
"Male","323"
"","666"
"Sonar",""
"Female","9"
"Male","16"
"","25"
"Sunuwar",""
"Female","50"
"Male","54"
"","104"
"Tamang",""
"Female","5593"
"Male","5325"
"","10918"
"Teli",""
"Female","14"
"Male","17"
"","31"
"Terai Others",""
"Female","28"
"Male","19"
"","47"
"Thakali",""
"Female","13"
"Male","3"
"","16"
"Thakuri",""
"Female","158"
"Male","130"
"","288"
"Tharu",""
"Female","1894"
"Male","1674"
"","3568"
"Undefined Others",""
"Female","8"
"Male","4"
"","12"
"Yadav",""
"Female","7"
"Male","12"
"","19"
