"Population by Single Year of Age","Number"
"0",""
"Female","161"
"Male","157"
"1",""
"Female","126"
"Male","147"
"10",""
"Female","240"
"Male","242"
"11",""
"Female","203"
"Male","209"
"12",""
"Female","241"
"Male","261"
"13",""
"Female","231"
"Male","226"
"14",""
"Female","243"
"Male","220"
"15",""
"Female","227"
"Male","222"
"16",""
"Female","223"
"Male","196"
"17",""
"Female","262"
"Male","216"
"18",""
"Female","216"
"Male","218"
"19",""
"Female","139"
"Male","121"
"2",""
"Female","155"
"Male","158"
"20",""
"Female","156"
"Male","137"
"21",""
"Female","142"
"Male","81"
"22",""
"Female","178"
"Male","97"
"23",""
"Female","120"
"Male","64"
"24",""
"Female","116"
"Male","73"
"25",""
"Female","149"
"Male","68"
"26",""
"Female","94"
"Male","56"
"27",""
"Female","97"
"Male","58"
"28",""
"Female","113"
"Male","69"
"29",""
"Female","68"
"Male","41"
"3",""
"Female","132"
"Male","181"
"30",""
"Female","147"
"Male","94"
"31",""
"Female","60"
"Male","38"
"32",""
"Female","93"
"Male","55"
"33",""
"Female","80"
"Male","46"
"34",""
"Female","65"
"Male","50"
"35",""
"Female","145"
"Male","86"
"36",""
"Female","89"
"Male","53"
"37",""
"Female","95"
"Male","61"
"38",""
"Female","82"
"Male","61"
"39",""
"Female","76"
"Male","42"
"4",""
"Female","174"
"Male","172"
"40",""
"Female","166"
"Male","102"
"41",""
"Female","74"
"Male","50"
"42",""
"Female","103"
"Male","72"
"43",""
"Female","78"
"Male","71"
"44",""
"Female","73"
"Male","54"
"45",""
"Female","119"
"Male","98"
"46",""
"Female","86"
"Male","51"
"47",""
"Female","90"
"Male","65"
"48",""
"Female","97"
"Male","81"
"49",""
"Female","72"
"Male","62"
"5",""
"Female","201"
"Male","160"
"50",""
"Female","123"
"Male","102"
"51",""
"Female","56"
"Male","59"
"52",""
"Female","82"
"Male","84"
"53",""
"Female","55"
"Male","59"
"54",""
"Female","50"
"Male","58"
"55",""
"Female","81"
"Male","74"
"56",""
"Female","76"
"Male","63"
"57",""
"Female","54"
"Male","68"
"58",""
"Female","51"
"Male","53"
"59",""
"Female","50"
"Male","53"
"6",""
"Female","213"
"Male","181"
"60",""
"Female","88"
"Male","85"
"61",""
"Female","38"
"Male","44"
"62",""
"Female","57"
"Male","50"
"63",""
"Female","52"
"Male","33"
"64",""
"Female","26"
"Male","42"
"65",""
"Female","65"
"Male","54"
"66",""
"Female","33"
"Male","36"
"67",""
"Female","44"
"Male","50"
"68",""
"Female","45"
"Male","35"
"69",""
"Female","22"
"Male","33"
"7",""
"Female","211"
"Male","204"
"70",""
"Female","54"
"Male","50"
"71",""
"Female","21"
"Male","32"
"72",""
"Female","39"
"Male","36"
"73",""
"Female","23"
"Male","35"
"74",""
"Female","19"
"Male","16"
"75",""
"Female","28"
"Male","47"
"76",""
"Female","24"
"Male","21"
"77",""
"Female","29"
"Male","24"
"78",""
"Female","17"
"Male","30"
"79",""
"Female","4"
"Male","9"
"8",""
"Female","223"
"Male","209"
"80",""
"Female","17"
"Male","25"
"81",""
"Female","9"
"Male","7"
"82",""
"Female","6"
"Male","11"
"83",""
"Female","6"
"Male","3"
"84",""
"Female","4"
"Male","14"
"85",""
"Female","32"
"Male","55"
"9",""
"Female","217"
"Male","171"
