"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","498"
"Male","432"
"Chhetri",""
"Female","1382"
"Male","1174"
"Damai/Dholi",""
"Female","243"
"Male","198"
"Gharti/Bhujel",""
"Female","187"
"Male","176"
"Gurung",""
"Female","71"
"Male","57"
"Kami",""
"Female","425"
"Male","331"
"Magar",""
"Female","63"
"Male","50"
"Nachhiring",""
"Female","925"
"Male","847"
"Newar",""
"Female","330"
"Male","280"
"Others",""
"Female","31"
"Male","24"
"Rai",""
"Female","1875"
"Male","1683"
"Sanyasi/Dasnami",""
"Female","861"
"Male","688"
"Sarki",""
"Female","103"
"Male","99"
"Sherpa",""
"Female","145"
"Male","111"
"Sunuwar",""
"Female","165"
"Male","138"
"Tamang",""
"Female","1200"
"Male","1033"
"Terai Others",""
"Female","7"
"Male","8"
"Thulung",""
"Female","121"
"Male","121"
"Undefined Others",""
"Female","9"
"Male","6"
