"Population by Educational Attainment","Number"
"Beginners",""
"Female","41"
"Male","64"
"Graduate and Equivalent",""
"Female","29"
"Male","169"
"Intermediate and Equivalent",""
"Female","113"
"Male","303"
"Level not Stated",""
"Female","52"
"Male","77"
"Lower Secondary (Class 6-8)",""
"Female","795"
"Male","1266"
"Non Formal Education",""
"Female","60"
"Male","95"
"Others",""
"Female","43"
"Male","28"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","2003"
"Male","2532"
"Secondary Level (Class 9-10)",""
"Female","400"
"Male","806"
"SLC and Equivalent",""
"Female","180"
"Male","552"
