"Population by Educational Attainment","Number"
"Beginners",""
"Female","651"
"Male","782"
"Graduate and Equivalent",""
"Female","598"
"Male","964"
"Intermediate and Equivalent",""
"Female","1969"
"Male","1880"
"Level not Stated",""
"Female","31"
"Male","27"
"Lower Secondary (Class 6-8)",""
"Female","4182"
"Male","3629"
"Non Formal Education",""
"Female","794"
"Male","573"
"Others",""
"Female","6"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","155"
"Male","523"
"Primary Education (1-5 Class)",""
"Female","5885"
"Male","5374"
"Secondary Level (Class 9-10)",""
"Female","3281"
"Male","2712"
"SLC and Equivalent",""
"Female","2753"
"Male","2687"
