"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","15"
"Male","14"
"Bote",""
"Female","94"
"Male","80"
"Brahman - Hill",""
"Female","7692"
"Male","6484"
"Chhetri",""
"Female","4003"
"Male","3288"
"Dalit Others",""
"Female","15"
"Male","23"
"Damai/Dholi",""
"Female","617"
"Male","539"
"Foreigner",""
"Female","21"
"Male","18"
"Gaine",""
"Female","95"
"Male","98"
"Gharti/Bhujel",""
"Female","69"
"Male","56"
"Gurung",""
"Female","91"
"Male","75"
"Hajam/Thakur",""
"Female","10"
"Male","31"
"Halwai",""
"Female","6"
"Male","16"
"Kalwar",""
"Female","4"
"Male","10"
"Kami",""
"Female","1919"
"Male","1432"
"Kathabaniyan",""
"Female","49"
"Male","85"
"Kayastha",""
"Female","4"
"Male","11"
"Kumal",""
"Female","316"
"Male","235"
"Limbu",""
"Female","7"
"Male","7"
"Magar",""
"Female","9062"
"Male","7163"
"Majhi",""
"Female","6"
"Male","7"
"Musalman",""
"Female","167"
"Male","234"
"Newar",""
"Female","1749"
"Male","1526"
"Others",""
"Female","38"
"Male","47"
"Rai",""
"Female","50"
"Male","43"
"Sanyasi/Dasnami",""
"Female","63"
"Male","57"
"Sarki",""
"Female","1013"
"Male","835"
"Tamang",""
"Female","36"
"Male","40"
"Teli",""
"Female","5"
"Male","7"
"Terai Others",""
"Female","16"
"Male","19"
"Thakali",""
"Female","18"
"Male","14"
"Thakuri",""
"Female","262"
"Male","195"
"Tharu",""
"Female","71"
"Male","117"
"Yadav",""
"Female","6"
"Male","10"
