"Population by Educational Attainment","Number"
"Beginners",""
"Female","72"
"Male","95"
"","167"
"Graduate and Equivalent",""
"Female","5"
"Male","19"
"","24"
"Intermediate and Equivalent",""
"Female","45"
"Male","65"
"","110"
"Level not Stated",""
"Female","23"
"Male","42"
"","65"
"Lower Secondary (Class 6-8)",""
"Female","731"
"Male","702"
"","1433"
"Non Formal Education",""
"Female","288"
"Male","238"
"","526"
"Others",""
"Female","0"
"Male","3"
"","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","8"
"","8"
"Primary Education (1-5 Class)",""
"Female","1749"
"Male","1840"
"","3589"
"Secondary Level (Class 9-10)",""
"Female","283"
"Male","331"
"","614"
"SLC and Equivalent",""
"Female","148"
"Male","198"
"","346"
