"Population by disability type","Number"
"Blind/low vision",""
"Female","72"
"Male","58"
"","130"
"Deaf/hard of hearing",""
"Female","68"
"Male","67"
"","135"
"Deaf-Blind",""
"Female","4"
"Male","2"
"","6"
"Intellectual disable",""
"Female","1"
"Male","4"
"","5"
"Mental disable",""
"Female","8"
"Male","17"
"","25"
"Multiple disable",""
"Female","17"
"Male","14"
"","31"
"No disability",""
"Female","14132"
"Male","12675"
"","26807"
"Physical",""
"Female","121"
"Male","131"
"","252"
"Speech problem",""
"Female","20"
"Male","27"
"","47"
