"Population by Educational Attainment","Number"
"Beginners",""
"Female","8735"
"Male","9917"
"Graduate and Equivalent",""
"Female","3562"
"Male","7628"
"Intermediate and Equivalent",""
"Female","11921"
"Male","15764"
"Level not Stated",""
"Female","861"
"Male","892"
"Lower Secondary (Class 6-8)",""
"Female","43660"
"Male","49369"
"Non Formal Education",""
"Female","9084"
"Male","9006"
"Others",""
"Female","96"
"Male","108"
"Post Graduate Equivalent and Above",""
"Female","737"
"Male","2235"
"Primary Education (1-5 Class)",""
"Female","79682"
"Male","91810"
"Secondary Level (Class 9-10)",""
"Female","29012"
"Male","33164"
"SLC and Equivalent",""
"Female","31659"
"Male","34538"
