"Population by Educational Attainment","Number"
"Beginners",""
"Female","737"
"Male","801"
"Graduate and Equivalent",""
"Female","28"
"Male","105"
"Intermediate and Equivalent",""
"Female","280"
"Male","480"
"Level not Stated",""
"Female","61"
"Male","47"
"Lower Secondary (Class 6-8)",""
"Female","3614"
"Male","4218"
"Non Formal Education",""
"Female","1297"
"Male","763"
"Others",""
"Female","13"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","7475"
"Male","8887"
"Secondary Level (Class 9-10)",""
"Female","1510"
"Male","2114"
"SLC and Equivalent",""
"Female","1000"
"Male","1367"
