"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","38"
"Male","33"
"Badi",""
"Female","74"
"Male","50"
"Bangali",""
"Female","4"
"Male","8"
"Bhote",""
"Female","11"
"Male","9"
"Brahman - Hill",""
"Female","507"
"Male","491"
"Brahman - Tarai",""
"Female","113"
"Male","134"
"Chamar/ Harijan/ Ram",""
"Female","90"
"Male","101"
"Chhetri",""
"Female","6907"
"Male","5861"
"Dalit Others",""
"Female","23"
"Male","15"
"Damai/Dholi",""
"Female","544"
"Male","488"
"Dhobi",""
"Female","72"
"Male","76"
"Dusadh/ Pasawan/ Pasi",""
"Female","34"
"Male","35"
"Foreigner",""
"Female","46"
"Male","46"
"Gharti/Bhujel",""
"Female","10"
"Male","10"
"Gurung",""
"Female","53"
"Male","51"
"Hajam/Thakur",""
"Female","40"
"Male","41"
"Halwai",""
"Female","24"
"Male","38"
"Kalwar",""
"Female","19"
"Male","24"
"Kami",""
"Female","1395"
"Male","1238"
"Kathabaniyan",""
"Female","24"
"Male","27"
"Kayastha",""
"Female","177"
"Male","190"
"Kori",""
"Female","23"
"Male","27"
"Kumal",""
"Female","598"
"Male","560"
"Kumhar",""
"Female","10"
"Male","14"
"Kurmi",""
"Female","120"
"Male","119"
"Limbu",""
"Female","9"
"Male","3"
"Magar",""
"Female","2185"
"Male","1898"
"Mallaha",""
"Female","44"
"Male","40"
"Musalman",""
"Female","1258"
"Male","1365"
"Newar",""
"Female","76"
"Male","69"
"Others",""
"Female","32"
"Male","30"
"Rajbansi",""
"Female","5"
"Male","6"
"Sanyasi/Dasnami",""
"Female","298"
"Male","232"
"Sarki",""
"Female","110"
"Male","110"
"Tamang",""
"Female","27"
"Male","25"
"Teli",""
"Female","26"
"Male","37"
"Terai Others",""
"Female","26"
"Male","27"
"Thakuri",""
"Female","492"
"Male","388"
"Tharu",""
"Female","15331"
"Male","14184"
"Yadav",""
"Female","454"
"Male","517"
