"Population by Educational Attainment","Number"
"Beginners",""
"Female","447"
"Male","415"
"","862"
"Graduate and Equivalent",""
"Female","31"
"Male","109"
"","140"
"Intermediate and Equivalent",""
"Female","122"
"Male","304"
"","426"
"Level not Stated",""
"Female","50"
"Male","48"
"","98"
"Lower Secondary (Class 6-8)",""
"Female","1067"
"Male","1929"
"","2996"
"Non Formal Education",""
"Female","556"
"Male","381"
"","937"
"Others",""
"Female","5"
"Male","9"
"","14"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","21"
"","27"
"Primary Education (1-5 Class)",""
"Female","4525"
"Male","5371"
"","9896"
"Secondary Level (Class 9-10)",""
"Female","409"
"Male","846"
"","1255"
"SLC and Equivalent",""
"Female","156"
"Male","380"
"","536"
