"Population by Educational Attainment","Number"
"Beginners",""
"Female","427"
"Male","486"
"","913"
"Graduate and Equivalent",""
"Female","136"
"Male","287"
"","423"
"Intermediate and Equivalent",""
"Female","462"
"Male","686"
"","1148"
"Level not Stated",""
"Female","68"
"Male","67"
"","135"
"Lower Secondary (Class 6-8)",""
"Female","2288"
"Male","2136"
"","4424"
"Non Formal Education",""
"Female","541"
"Male","505"
"","1046"
"Others",""
"Female","6"
"Male","7"
"","13"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","120"
"","139"
"Primary Education (1-5 Class)",""
"Female","3922"
"Male","4076"
"","7998"
"Secondary Level (Class 9-10)",""
"Female","1262"
"Male","1349"
"","2611"
"SLC and Equivalent",""
"Female","1127"
"Male","1379"
"","2506"
