"Population by Caste Ethinicity","Number"
"Badi",""
"Female","11"
"Male","6"
"","17"
"Bhote",""
"Female","117"
"Male","109"
"","226"
"Bote",""
"Female","16"
"Male","16"
"","32"
"Brahman - Hill",""
"Female","1338"
"Male","1130"
"","2468"
"Chamling",""
"Female","16"
"Male","19"
"","35"
"Chhetri",""
"Female","3215"
"Male","2832"
"","6047"
"Damai/Dholi",""
"Female","483"
"Male","431"
"","914"
"Ghale",""
"Female","14"
"Male","17"
"","31"
"Gharti/Bhujel",""
"Female","95"
"Male","96"
"","191"
"Gurung",""
"Female","1290"
"Male","1060"
"","2350"
"Hajam/Thakur",""
"Female","6"
"Male","16"
"","22"
"Kami",""
"Female","1212"
"Male","1018"
"","2230"
"Khaling",""
"Female","26"
"Male","15"
"","41"
"Khawas",""
"Female","11"
"Male","10"
"","21"
"Kulung",""
"Female","209"
"Male","209"
"","418"
"Kumal",""
"Female","489"
"Male","389"
"","878"
"Lhomi",""
"Female","10"
"Male","12"
"","22"
"Limbu",""
"Female","144"
"Male","121"
"","265"
"Loharung",""
"Female","80"
"Male","71"
"","151"
"Magar",""
"Female","862"
"Male","792"
"","1654"
"Majhi",""
"Female","74"
"Male","67"
"","141"
"Marwadi",""
"Female","26"
"Male","20"
"","46"
"Mewahang Bala",""
"Female","15"
"Male","12"
"","27"
"Musalman",""
"Female","8"
"Male","16"
"","24"
"Newar",""
"Female","1463"
"Male","1375"
"","2838"
"Others",""
"Female","59"
"Male","78"
"","137"
"Pattharkatta/ Kushwadiya",""
"Female","17"
"Male","8"
"","25"
"Rai",""
"Female","2981"
"Male","2688"
"","5669"
"Samgpang",""
"Female","13"
"Male","12"
"","25"
"Sanyasi/Dasnami",""
"Female","104"
"Male","103"
"","207"
"Sarki",""
"Female","331"
"Male","246"
"","577"
"Sherpa",""
"Female","496"
"Male","479"
"","975"
"Sunuwar",""
"Female","7"
"Male","7"
"","14"
"Tamang",""
"Female","1096"
"Male","1069"
"","2165"
"Thakuri",""
"Female","20"
"Male","29"
"","49"
"Tharu",""
"Female","11"
"Male","31"
"","42"
"Undefined Others",""
"Female","32"
"Male","25"
"","57"
"Yadav",""
"Female","5"
"Male","14"
"","19"
"Yakkha",""
"Female","43"
"Male","38"
"","81"
"Yamphu",""
"Female","22"
"Male","24"
"","46"
