"Population by Mother tongue","Number"
"Bahing",""
"Female","18"
"Male","11"
"","29"
"Bantawa",""
"Female","37"
"Male","28"
"","65"
"Bhojpuri",""
"Female","3"
"Male","9"
"","12"
"Bhujel",""
"Female","29"
"Male","26"
"","55"
"Bote",""
"Female","11"
"Male","11"
"","22"
"Chamling",""
"Female","35"
"Male","37"
"","72"
"Dumi",""
"Female","28"
"Male","24"
"","52"
"Gurung",""
"Female","289"
"Male","248"
"","537"
"Khaling",""
"Female","56"
"Male","42"
"","98"
"Koyee",""
"Female","57"
"Male","51"
"","108"
"Kulung",""
"Female","456"
"Male","457"
"","913"
"Kumal",""
"Female","32"
"Male","24"
"","56"
"Lhomi",""
"Female","9"
"Male","12"
"","21"
"Limbu",""
"Female","42"
"Male","54"
"","96"
"Lohorung",""
"Female","947"
"Male","774"
"","1721"
"Magar",""
"Female","463"
"Male","417"
"","880"
"Maithili",""
"Female","21"
"Male","74"
"","95"
"Majhi",""
"Female","28"
"Male","25"
"","53"
"Mewahang",""
"Female","33"
"Male","27"
"","60"
"Nachhiring",""
"Female","31"
"Male","25"
"","56"
"Nepali",""
"Female","11419"
"Male","9992"
"","21411"
"Newar",""
"Female","339"
"Male","331"
"","670"
"Not Reported",""
"Female","28"
"Male","29"
"","57"
"Others",""
"Female","122"
"Male","112"
"","234"
"Rai",""
"Female","505"
"Male","469"
"","974"
"Sampang",""
"Female","23"
"Male","17"
"","40"
"Sherpa",""
"Female","548"
"Male","539"
"","1087"
"Tamang",""
"Female","642"
"Male","629"
"","1271"
"Tharu",""
"Female","7"
"Male","18"
"","25"
"Thulung",""
"Female","59"
"Male","58"
"","117"
"Yakkha",""
"Female","31"
"Male","23"
"","54"
"Yamphu/Yamphe",""
"Female","119"
"Male","117"
"","236"
