"Population by Caste Ethinicity","Number"
"Badi",""
"Female","80"
"Male","67"
"","147"
"Brahman - Hill",""
"Female","479"
"Male","524"
"","1003"
"Chhetri",""
"Female","11356"
"Male","9771"
"","21127"
"Damai/Dholi",""
"Female","321"
"Male","254"
"","575"
"Gaine",""
"Female","45"
"Male","40"
"","85"
"Gharti/Bhujel",""
"Female","17"
"Male","22"
"","39"
"Kami",""
"Female","1374"
"Male","1212"
"","2586"
"Magar",""
"Female","1068"
"Male","907"
"","1975"
"Musalman",""
"Female","23"
"Male","26"
"","49"
"Newar",""
"Female","584"
"Male","463"
"","1047"
"Others",""
"Female","34"
"Male","32"
"","66"
"Rai",""
"Female","60"
"Male","50"
"","110"
"Sanyasi/Dasnami",""
"Female","1471"
"Male","1290"
"","2761"
"Sarki",""
"Female","581"
"Male","486"
"","1067"
"Terai Others",""
"Female","37"
"Male","27"
"","64"
"Thakuri",""
"Female","506"
"Male","464"
"","970"
"Tharu",""
"Female","22"
"Male","14"
"","36"
"Undefined Others",""
"Female","11"
"Male","12"
"","23"
