"Population by Educational Attainment","Number"
"Beginners",""
"Female","1361"
"Male","1312"
"Graduate and Equivalent",""
"Female","16"
"Male","210"
"Intermediate and Equivalent",""
"Female","183"
"Male","816"
"Level not Stated",""
"Female","10"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","1131"
"Male","2497"
"Non Formal Education",""
"Female","200"
"Male","386"
"Others",""
"Female","5"
"Male","10"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","59"
"Primary Education (1-5 Class)",""
"Female","4029"
"Male","5701"
"Secondary Level (Class 9-10)",""
"Female","436"
"Male","1596"
"SLC and Equivalent",""
"Female","343"
"Male","1193"
