"Population by Educational Attainment","Number"
"Beginners",""
"Female","222"
"Male","259"
"Graduate and Equivalent",""
"Female","60"
"Male","108"
"Intermediate and Equivalent",""
"Female","380"
"Male","377"
"Level not Stated",""
"Female","47"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","2388"
"Male","1733"
"Non Formal Education",""
"Female","717"
"Male","427"
"Others",""
"Female","5"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","3476"
"Male","3321"
"Secondary Level (Class 9-10)",""
"Female","1062"
"Male","1043"
"SLC and Equivalent",""
"Female","971"
"Male","871"
