"Population by Single Year of Age","Number"
"0",""
"Female","194"
"Male","179"
"1",""
"Female","156"
"Male","209"
"10",""
"Female","340"
"Male","297"
"11",""
"Female","271"
"Male","240"
"12",""
"Female","304"
"Male","309"
"13",""
"Female","344"
"Male","279"
"14",""
"Female","310"
"Male","316"
"15",""
"Female","340"
"Male","313"
"16",""
"Female","369"
"Male","223"
"17",""
"Female","338"
"Male","232"
"18",""
"Female","320"
"Male","253"
"19",""
"Female","222"
"Male","138"
"2",""
"Female","183"
"Male","196"
"20",""
"Female","297"
"Male","131"
"21",""
"Female","192"
"Male","110"
"22",""
"Female","255"
"Male","109"
"23",""
"Female","187"
"Male","73"
"24",""
"Female","176"
"Male","96"
"25",""
"Female","251"
"Male","103"
"26",""
"Female","161"
"Male","91"
"27",""
"Female","162"
"Male","64"
"28",""
"Female","168"
"Male","102"
"29",""
"Female","95"
"Male","58"
"3",""
"Female","189"
"Male","182"
"30",""
"Female","273"
"Male","137"
"31",""
"Female","75"
"Male","45"
"32",""
"Female","144"
"Male","81"
"33",""
"Female","84"
"Male","52"
"34",""
"Female","86"
"Male","47"
"35",""
"Female","271"
"Male","151"
"36",""
"Female","147"
"Male","80"
"37",""
"Female","93"
"Male","58"
"38",""
"Female","121"
"Male","82"
"39",""
"Female","85"
"Male","49"
"4",""
"Female","187"
"Male","196"
"40",""
"Female","283"
"Male","171"
"41",""
"Female","86"
"Male","45"
"42",""
"Female","121"
"Male","84"
"43",""
"Female","87"
"Male","57"
"44",""
"Female","68"
"Male","52"
"45",""
"Female","204"
"Male","157"
"46",""
"Female","91"
"Male","70"
"47",""
"Female","75"
"Male","56"
"48",""
"Female","130"
"Male","98"
"49",""
"Female","60"
"Male","69"
"5",""
"Female","221"
"Male","205"
"50",""
"Female","278"
"Male","209"
"51",""
"Female","70"
"Male","62"
"52",""
"Female","89"
"Male","97"
"53",""
"Female","71"
"Male","61"
"54",""
"Female","76"
"Male","55"
"55",""
"Female","150"
"Male","130"
"56",""
"Female","58"
"Male","68"
"57",""
"Female","60"
"Male","64"
"58",""
"Female","76"
"Male","82"
"59",""
"Female","50"
"Male","57"
"6",""
"Female","198"
"Male","189"
"60",""
"Female","241"
"Male","191"
"61",""
"Female","50"
"Male","50"
"62",""
"Female","73"
"Male","64"
"63",""
"Female","63"
"Male","43"
"64",""
"Female","43"
"Male","42"
"65",""
"Female","140"
"Male","126"
"66",""
"Female","47"
"Male","52"
"67",""
"Female","40"
"Male","49"
"68",""
"Female","46"
"Male","71"
"69",""
"Female","31"
"Male","28"
"7",""
"Female","262"
"Male","201"
"70",""
"Female","129"
"Male","103"
"71",""
"Female","36"
"Male","40"
"72",""
"Female","73"
"Male","71"
"73",""
"Female","36"
"Male","45"
"74",""
"Female","20"
"Male","33"
"75",""
"Female","112"
"Male","102"
"76",""
"Female","37"
"Male","28"
"77",""
"Female","21"
"Male","30"
"78",""
"Female","35"
"Male","43"
"79",""
"Female","17"
"Male","17"
"8",""
"Female","238"
"Male","236"
"80",""
"Female","68"
"Male","66"
"81",""
"Female","22"
"Male","21"
"82",""
"Female","13"
"Male","15"
"83",""
"Female","22"
"Male","11"
"84",""
"Female","19"
"Male","20"
"85",""
"Female","101"
"Male","89"
"9",""
"Female","230"
"Male","221"
