"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","5"
"Male","36"
"","41"
"Badi",""
"Female","127"
"Male","142"
"","269"
"Bahing",""
"Female","7"
"Male","10"
"","17"
"Bangali",""
"Female","149"
"Male","292"
"","441"
"Bantaba",""
"Female","38"
"Male","40"
"","78"
"Bantar/Sardar",""
"Female","19"
"Male","48"
"","67"
"Baraee",""
"Female","55"
"Male","120"
"","175"
"Bhote",""
"Female","105"
"Male","101"
"","206"
"Bin",""
"Female","6"
"Male","10"
"","16"
"Bote",""
"Female","12"
"Male","10"
"","22"
"Brahman - Hill",""
"Female","28897"
"Male","30643"
"","59540"
"Brahman - Tarai",""
"Female","315"
"Male","468"
"","783"
"Brahmu/ Baramo",""
"Female","78"
"Male","70"
"","148"
"Byasi/Sauka",""
"Female","4"
"Male","9"
"","13"
"Chamar/ Harijan/ Ram",""
"Female","70"
"Male","167"
"","237"
"Chamling",""
"Female","103"
"Male","95"
"","198"
"Chepang /Praja",""
"Female","45"
"Male","59"
"","104"
"Chhantyal/Chhantel",""
"Female","7"
"Male","6"
"","13"
"Chhetri",""
"Female","43206"
"Male","42653"
"","85859"
"Dalit Others",""
"Female","595"
"Male","632"
"","1227"
"Damai/Dholi",""
"Female","1215"
"Male","1169"
"","2384"
"Danuwar",""
"Female","579"
"Male","609"
"","1188"
"Darai",""
"Female","16"
"Male","20"
"","36"
"Dev",""
"Female","7"
"Male","12"
"","19"
"Dhanuk",""
"Female","148"
"Male","338"
"","486"
"Dhimal",""
"Female","44"
"Male","48"
"","92"
"Dhobi",""
"Female","95"
"Male","102"
"","197"
"Dura",""
"Female","37"
"Male","35"
"","72"
"Dusadh/ Pasawan/ Pasi",""
"Female","28"
"Male","61"
"","89"
"Foreigner",""
"Female","313"
"Male","331"
"","644"
"Gaine",""
"Female","10"
"Male","18"
"","28"
"Ghale",""
"Female","213"
"Male","199"
"","412"
"Gharti/Bhujel",""
"Female","418"
"Male","474"
"","892"
"Gurung",""
"Female","2934"
"Male","2706"
"","5640"
"Hajam/Thakur",""
"Female","245"
"Male","510"
"","755"
"Halwai",""
"Female","140"
"Male","224"
"","364"
"Janajati Others",""
"Female","23"
"Male","27"
"","50"
"Jhangad/ Dhagar",""
"Female","15"
"Male","24"
"","39"
"Jirel",""
"Female","41"
"Male","46"
"","87"
"Kahar",""
"Female","12"
"Male","20"
"","32"
"Kalwar",""
"Female","499"
"Male","943"
"","1442"
"Kamar",""
"Female","1"
"Male","14"
"","15"
"Kami",""
"Female","2439"
"Male","2731"
"","5170"
"Kanu",""
"Female","54"
"Male","172"
"","226"
"Kathabaniyan",""
"Female","204"
"Male","373"
"","577"
"Kayastha",""
"Female","351"
"Male","443"
"","794"
"Kewat",""
"Female","22"
"Male","49"
"","71"
"Khatwe",""
"Female","4"
"Male","57"
"","61"
"Koche",""
"Female","4"
"Male","7"
"","11"
"Koiri/Kushwaha",""
"Female","201"
"Male","498"
"","699"
"Kulung",""
"Female","9"
"Male","11"
"","20"
"Kumal",""
"Female","103"
"Male","155"
"","258"
"Kumhar",""
"Female","21"
"Male","76"
"","97"
"Kurmi",""
"Female","58"
"Male","187"
"","245"
"Lepcha",""
"Female","38"
"Male","33"
"","71"
"Lhomi",""
"Female","19"
"Male","18"
"","37"
"Limbu",""
"Female","2235"
"Male","1992"
"","4227"
"Lohar",""
"Female","175"
"Male","431"
"","606"
"Magar",""
"Female","10729"
"Male","10539"
"","21268"
"Majhi",""
"Female","550"
"Male","624"
"","1174"
"Mali",""
"Female","7"
"Male","17"
"","24"
"Mallaha",""
"Female","22"
"Male","47"
"","69"
"Marwadi",""
"Female","383"
"Male","419"
"","802"
"Munda",""
"Female","20"
"Male","7"
"","27"
"Musahar",""
"Female","11"
"Male","33"
