"Population by Educational Attainment","Number"
"Beginners",""
"Female","4906"
"Male","5542"
"","10448"
"Graduate and Equivalent",""
"Female","12177"
"Male","18503"
"","30680"
"Intermediate and Equivalent",""
"Female","23148"
"Male","28215"
"","51363"
"Level not Stated",""
"Female","653"
"Male","579"
"","1232"
"Lower Secondary (Class 6-8)",""
"Female","25250"
"Male","30616"
"","55866"
"Non Formal Education",""
"Female","9285"
"Male","7680"
"","16965"
"Others",""
"Female","161"
"Male","173"
"","334"
"Post Graduate Equivalent and Above",""
"Female","4563"
"Male","9119"
"","13682"
"Primary Education (1-5 Class)",""
"Female","37228"
"Male","43338"
"","80566"
"Secondary Level (Class 9-10)",""
"Female","19214"
"Male","23085"
"","42299"
"SLC and Equivalent",""
"Female","22573"
"Male","27764"
"","50337"
