"Population by Educational Attainment","Number"
"Beginners",""
"Female","587"
"Male","691"
"Graduate and Equivalent",""
"Female","17"
"Male","45"
"Intermediate and Equivalent",""
"Female","151"
"Male","171"
"Level not Stated",""
"Female","50"
"Male","75"
"Lower Secondary (Class 6-8)",""
"Female","1109"
"Male","1417"
"Non Formal Education",""
"Female","507"
"Male","437"
"Others",""
"Female","2"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","3151"
"Male","3819"
"Secondary Level (Class 9-10)",""
"Female","296"
"Male","511"
"SLC and Equivalent",""
"Female","305"
"Male","530"
