"Population by Educational Attainment","Number"
"Beginners",""
"Female","718"
"Male","712"
"Graduate and Equivalent",""
"Female","49"
"Male","184"
"Intermediate and Equivalent",""
"Female","276"
"Male","398"
"Level not Stated",""
"Female","57"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","1579"
"Male","1747"
"Non Formal Education",""
"Female","617"
"Male","301"
"Others",""
"Female","4"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","64"
"Primary Education (1-5 Class)",""
"Female","4715"
"Male","4940"
"Secondary Level (Class 9-10)",""
"Female","504"
"Male","622"
"SLC and Equivalent",""
"Female","589"
"Male","693"
