"Population by Educational Attainment","Number"
"Beginners",""
"Female","179"
"Male","168"
"","347"
"Graduate and Equivalent",""
"Female","1"
"Male","14"
"","15"
"Intermediate and Equivalent",""
"Female","14"
"Male","69"
"","83"
"Level not Stated",""
"Female","3"
"Male","2"
"","5"
"Lower Secondary (Class 6-8)",""
"Female","98"
"Male","337"
"","435"
"Non Formal Education",""
"Female","31"
"Male","75"
"","106"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"","0"
"Primary Education (1-5 Class)",""
"Female","549"
"Male","719"
"","1268"
"Secondary Level (Class 9-10)",""
"Female","30"
"Male","126"
"","156"
"SLC and Equivalent",""
"Female","28"
"Male","140"
"","168"
