"Population by Educational Attainment","Number"
"Beginners",""
"Female","1467"
"Male","1841"
"","3308"
"Graduate and Equivalent",""
"Female","486"
"Male","1163"
"","1649"
"Intermediate and Equivalent",""
"Female","2279"
"Male","2641"
"","4920"
"Level not Stated",""
"Female","153"
"Male","177"
"","330"
"Lower Secondary (Class 6-8)",""
"Female","11818"
"Male","9859"
"","21677"
"Non Formal Education",""
"Female","2042"
"Male","1885"
"","3927"
"Others",""
"Female","18"
"Male","17"
"","35"
"Post Graduate Equivalent and Above",""
"Female","81"
"Male","468"
"","549"
"Primary Education (1-5 Class)",""
"Female","17768"
"Male","17326"
"","35094"
"Secondary Level (Class 9-10)",""
"Female","7164"
"Male","6324"
"","13488"
"SLC and Equivalent",""
"Female","7078"
"Male","7079"
"","14157"
