"Population by Mother tongue","Number"
"Assami",""
"Female","8"
"Male","9"
"","17"
"Avadhi",""
"Female","19"
"Male","23"
"","42"
"Bahing",""
"Female","28"
"Male","20"
"","48"
"Bangla",""
"Female","2630"
"Male","2826"
"","5456"
"Bantawa",""
"Female","1812"
"Male","1503"
"","3315"
"Bhojpuri",""
"Female","1408"
"Male","1533"
"","2941"
"Bhujel",""
"Female","311"
"Male","243"
"","554"
"Bote",""
"Female","18"
"Male","13"
"","31"
"Chamling",""
"Female","822"
"Male","727"
"","1549"
"Danuwar",""
"Female","722"
"Male","676"
"","1398"
"Dhimal",""
"Female","4302"
"Male","3796"
"","8098"
"Doteli",""
"Female","103"
"Male","96"
"","199"
"Dumi",""
"Female","65"
"Male","50"
"","115"
"Dungmali",""
"Female","116"
"Male","86"
"","202"
"English",""
"Female","4"
"Male","8"
"","12"
"Ganagai",""
"Female","468"
"Male","478"
"","946"
"Ghale",""
"Female","8"
"Male","10"
"","18"
"Gurung",""
"Female","2578"
"Male","2141"
"","4719"
"Hariyanwi",""
"Female","243"
"Male","244"
"","487"
"Hindi",""
"Female","1354"
"Male","1584"
"","2938"
"Kagate",""
"Female","39"
"Male","37"
"","76"
"Khaling",""
"Female","117"
"Male","88"
"","205"
"Khariya",""
"Female","53"
"Male","57"
"","110"
"Khash",""
"Female","146"
"Male","120"
"","266"
"Kisan",""
"Female","595"
"Male","563"
"","1158"
"Koche",""
"Female","70"
"Male","71"
"","141"
"Koyee",""
"Female","18"
"Male","14"
"","32"
"Kulung",""
"Female","363"
"Male","299"
"","662"
"Kumal",""
"Female","245"
"Male","261"
"","506"
"Kurmali",""
"Female","107"
"Male","107"
"","214"
"Lapcha",""
"Female","29"
"Male","39"
"","68"
"Limbu",""
"Female","24582"
"Male","20747"
"","45329"
"Lohorung",""
"Female","22"
"Male","19"
"","41"
"Magahi",""
"Female","89"
"Male","87"
"","176"
"Magar",""
"Female","5365"
"Male","4732"
"","10097"
"Maithili",""
"Female","21893"
"Male","22908"
"","44801"
"Majhi",""
"Female","598"
"Male","546"
"","1144"
"Malpande",""
"Female","70"
"Male","93"
"","163"
"Meche",""
"Female","2000"
"Male","1713"
"","3713"
"Mewahang",""
"Female","6"
"Male","6"
"","12"
"Musalman",""
"Female","195"
"Male","187"
"","382"
"Nachhiring",""
"Female","81"
"Male","62"
"","143"
"Nepali",""
"Female","241504"
"Male","208746"
"","450250"
"Newar",""
"Female","6238"
"Male","5677"
"","11915"
"Not Reported",""
"Female","1412"
"Male","1273"
"","2685"
"Others",""
"Female","1702"
"Male","1422"
"","3124"
"Puma",""
"Female","25"
"Male","26"
"","51"
"Rai",""
"Female","11091"
"Male","9404"
"","20495"
"Rajbanshi",""
"Female","42953"
"Male","40229"
"","83182"
"Rajsthani",""
"Female","1604"
"Male","1746"
"","3350"
"Sadhani",""
"Female","7"
"Male","5"
"","12"
"Sampang",""
"Female","181"
"Male","180"
"","361"
"Sanskrit",""
"Female","49"
"Male","44"
"","93"
"Santhali",""
"Female","14911"
"Male","14519"
"","29430"
"Sherpa",""
"Female","537"
"Male","488"
"","1025"
"Sign Language",""
"Female","66"
"Male","57"
"","123"
"Sindhi",""
"Female","26"
"Male","20"
"","46"
"Sunuwar",""
"Female","789"
"Male","720"
"","1509"
"Tajpuriya",""
"Female","6231"
"Male","5788"
"","12019"
"Tamang",""
"Female","9125"
"Male","7974"
"","17099"
"Thami",""
"Female","72"
"Male","58"
"","130"
"Tharu",""
"Female","3381"
"Male","3164"
"","6545"
"Thulung",""
"Female","200"
"Male","187"
"","387"
"Uranw/Urau",""
"Female","633"
"Male","627"
"","1260"
"Urdu",""
"Female","10144"
"Male","9628"
"","19772"
"Wambule",""
"Female","22"
"Male","15"
"","37"
"Yakkha",""
"Female","218"
"Male","206"
"","424"
"Yamphu/Yamphe",""
"Female","43"
"Male","43"
"","86"
