"Population by Educational Attainment","Number"
"Beginners",""
"Female","11"
"Male","7"
"","18"
"Graduate and Equivalent",""
"Female","0"
"Male","5"
"","5"
"Intermediate and Equivalent",""
"Female","4"
"Male","5"
"","9"
"Level not Stated",""
"Female","1"
"Male","1"
"","2"
"Lower Secondary (Class 6-8)",""
"Female","21"
"Male","51"
"","72"
"Non Formal Education",""
"Female","37"
"Male","20"
"","57"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","0"
"","0"
"Primary Education (1-5 Class)",""
"Female","171"
"Male","204"
"","375"
"Secondary Level (Class 9-10)",""
"Female","6"
"Male","16"
"","22"
"SLC and Equivalent",""
"Female","8"
"Male","25"
"","33"
