"Population by Educational Attainment","Number"
"Beginners",""
"Female","286"
"Male","355"
"Graduate and Equivalent",""
"Female","32"
"Male","151"
"Intermediate and Equivalent",""
"Female","178"
"Male","477"
"Level not Stated",""
"Female","62"
"Male","72"
"Lower Secondary (Class 6-8)",""
"Female","1490"
"Male","2454"
"Non Formal Education",""
"Female","21"
"Male","37"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","28"
"Primary Education (1-5 Class)",""
"Female","4916"
"Male","6265"
"Secondary Level (Class 9-10)",""
"Female","509"
"Male","1216"
"SLC and Equivalent",""
"Female","507"
"Male","1083"
