"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","100"
"Graduate and Equivalent",""
"Female","8"
"Male","32"
"Intermediate and Equivalent",""
"Female","36"
"Male","102"
"Level not Stated",""
"Female","11"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","609"
"Male","779"
"Non Formal Education",""
"Female","175"
"Male","311"
"Others",""
"Female","1"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"Primary Education (1-5 Class)",""
"Female","1898"
"Male","2392"
"Secondary Level (Class 9-10)",""
"Female","189"
"Male","259"
"SLC and Equivalent",""
"Female","152"
"Male","258"
