"Population by Educational Attainment","Number"
"Beginners",""
"Female","4453"
"Male","4977"
"","9430"
"Graduate and Equivalent",""
"Female","209"
"Male","790"
"","999"
"Intermediate and Equivalent",""
"Female","1648"
"Male","2062"
"","3710"
"Level not Stated",""
"Female","253"
"Male","199"
"","452"
"Lower Secondary (Class 6-8)",""
"Female","12762"
"Male","11948"
"","24710"
"Non Formal Education",""
"Female","6408"
"Male","3335"
"","9743"
"Others",""
"Female","38"
"Male","39"
"","77"
"Post Graduate Equivalent and Above",""
"Female","48"
"Male","255"
"","303"
"Primary Education (1-5 Class)",""
"Female","35083"
"Male","35121"
"","70204"
"Secondary Level (Class 9-10)",""
"Female","4276"
"Male","4998"
"","9274"
"SLC and Equivalent",""
"Female","3646"
"Male","4207"
"","7853"
