"Population by disability type","Number"
"Blind/low vision",""
"Female","363"
"Male","312"
"","675"
"Deaf/hard of hearing",""
"Female","531"
"Male","531"
"","1062"
"Deaf-Blind",""
"Female","32"
"Male","37"
"","69"
"Intellectual disable",""
"Female","88"
"Male","95"
"","183"
"Mental disable",""
"Female","201"
"Male","229"
"","430"
"Multiple disable",""
"Female","202"
"Male","207"
"","409"
"No disability",""
"Female","125156"
"Male","95717"
"","220873"
"Physical",""
"Female","1111"
"Male","1360"
"","2471"
"Speech problem",""
"Female","287"
"Male","337"
"","624"
