"Population by Educational Attainment","Number"
"Beginners",""
"Female","287"
"Male","341"
"","628"
"Graduate and Equivalent",""
"Female","57"
"Male","139"
"","196"
"Intermediate and Equivalent",""
"Female","320"
"Male","421"
"","741"
"Level not Stated",""
"Female","21"
"Male","25"
"","46"
"Lower Secondary (Class 6-8)",""
"Female","3238"
"Male","2641"
"","5879"
"Non Formal Education",""
"Female","829"
"Male","764"
"","1593"
"Others",""
"Female","6"
"Male","3"
"","9"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","29"
"","37"
"Primary Education (1-5 Class)",""
"Female","5320"
"Male","5154"
"","10474"
"Secondary Level (Class 9-10)",""
"Female","1457"
"Male","1318"
"","2775"
"SLC and Equivalent",""
"Female","837"
"Male","1124"
"","1961"
