"Population by Educational Attainment","Number"
"Beginners",""
"Female","2582"
"Male","3428"
"Graduate and Equivalent",""
"Female","1326"
"Male","4545"
"Intermediate and Equivalent",""
"Female","5156"
"Male","10918"
"Level not Stated",""
"Female","1559"
"Male","1995"
"Lower Secondary (Class 6-8)",""
"Female","17301"
"Male","30947"
"Non Formal Education",""
"Female","1294"
"Male","1966"
"Others",""
"Female","686"
"Male","586"
"Post Graduate Equivalent and Above",""
"Female","222"
"Male","1183"
"Primary Education (1-5 Class)",""
"Female","52057"
"Male","71443"
"Secondary Level (Class 9-10)",""
"Female","7777"
"Male","17142"
"SLC and Equivalent",""
"Female","6641"
"Male","15824"
