"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","251"
"Male","283"
"Badi",""
"Female","10"
"Male","12"
"Bangali",""
"Female","194"
"Male","206"
"Baraee",""
"Female","1542"
"Male","1637"
"Bhote",""
"Female","160"
"Male","169"
"Bin",""
"Female","4904"
"Male","5109"
"Brahman - Hill",""
"Female","9143"
"Male","8848"
"Brahman - Tarai",""
"Female","4442"
"Male","4833"
"Chamar/ Harijan/ Ram",""
"Female","12780"
"Male","13580"
"Chhetri",""
"Female","4662"
"Male","4430"
"Dalit Others",""
"Female","274"
"Male","293"
"Damai/Dholi",""
"Female","607"
"Male","647"
"Danuwar",""
"Female","1237"
"Male","1218"
"Darai",""
"Female","63"
"Male","73"
"Dhankar/ Dharikar",""
"Female","44"
"Male","46"
"Dhanuk",""
"Female","831"
"Male","893"
"Dhimal",""
"Female","12"
"Male","14"
"Dhobi",""
"Female","6785"
"Male","7189"
"Dhunia",""
"Female","830"
"Male","787"
"Dom",""
"Female","447"
"Male","426"
"Dusadh/ Pasawan/ Pasi",""
"Female","9695"
"Male","10067"
"Foreigner",""
"Female","211"
"Male","229"
"Gaderi/Bhedihar",""
"Female","817"
"Male","885"
"Gangai",""
"Female","117"
"Male","131"
"Ghale",""
"Female","34"
"Male","33"
"Gharti/Bhujel",""
"Female","368"
"Male","402"
"Gurung",""
"Female","213"
"Male","200"
"Hajam/Thakur",""
"Female","4848"
"Male","4959"
"Halkhor",""
"Female","169"
"Male","178"
"Halwai",""
"Female","143"
"Male","127"
"Kahar",""
"Female","1148"
"Male","1262"
"Kalwar",""
"Female","10782"
"Male","11802"
"Kamar",""
"Female","24"
"Male","23"
"Kami",""
"Female","1099"
"Male","1138"
"Kanu",""
"Female","14923"
"Male","15985"
"Kathabaniyan",""
"Female","6455"
"Male","7004"
"Kayastha",""
"Female","1325"
"Male","1354"
"Kewat",""
"Female","84"
"Male","90"
"Khatwe",""
"Female","52"
"Male","48"
"Koche",""
"Female","42"
"Male","44"
"Koiri/Kushwaha",""
"Female","7969"
"Male","8577"
"Kumal",""
"Female","422"
"Male","465"
"Kumhar",""
"Female","5885"
"Male","6215"
"Kurmi",""
"Female","19012"
"Male","20004"
"Limbu",""
"Female","36"
"Male","32"
"Lohar",""
"Female","6629"
"Male","7202"
"Magar",""
"Female","2571"
"Male","2395"
"Majhi",""
"Female","1550"
"Male","1498"
"Mali",""
"Female","1016"
"Male","1116"
"Mallaha",""
"Female","9879"
"Male","10312"
"Marwadi",""
"Female","331"
"Male","376"
"Mewahang Bala",""
"Female","64"
"Male","56"
"Musahar",""
"Female","3694"
"Male","3907"
"Musalman",""
"Female","68042"
"Male","67389"
"Natuwa",""
"Female","41"
"Male","56"
"Newar",""
"Female","1260"
"Male","1260"
"Nuniya",""
"Female","5156"
"Male","5598"
"Others",""
"Female","530"
"Male","345"
"Pahari",""
"Female","197"
"Male","210"
"Punjabi/Sikh",""
"Female","129"
"Male","143"
"Rai",""
"Female","862"
"Male","902"
"Rajbansi",""
"Female","11"
"Male","18"
"Rajbhar",""
"Female","16"
"Male","13"
"Rajdhob",""
"Female","41"
"Male","41"
"Rajput",""
"Female","1998"
"Male","2243"
"Sanyasi/Dasnami",""
"Female","1721"
"Male","1865"
"Sarki",""
"Female","43"
"Male","53"
"Sherpa",""
"Female","5"
"Male","6"
"Sonar",""
"Female","3794"
"Male","3986"
"Sudhi",""
"Female","1365"
"Male","1568"
"Sunuwar",""
"Female","181"
"Male","174"
"Tajpuriya",""
"Female","21"
"Male","25"
"Tamang",""
"Female","6073"
"Male","6101"
"Tatma/Tatwa",""
"Female","7841"
"Male","8386"
"Teli",""
"Female","18333"
"Male","20199"
"Terai Others",""
"Female","1112"
"Male","1222"
"Thakuri",""
"Female","190"
"Male","188"
"Thami",""
"Female","19"
"Male","23"
"Tharu",""
"Female","15391"
"Male","15363"
"Undefined Others",""
"Female","23"
"Male","31"
"Walung",""
"Female","3"
"Male","8"
"Yadav",""
"Female","40066"
"Male","43913"
"Yakkha",""
"Female","322"
"Male","310"
