"Population by Single Year of Age","Number"
"0",""
"Female","432"
"Male","465"
"1",""
"Female","411"
"Male","407"
"10",""
"Female","770"
"Male","902"
"11",""
"Female","571"
"Male","636"
"12",""
"Female","794"
"Male","883"
"13",""
"Female","673"
"Male","676"
"14",""
"Female","780"
"Male","757"
"15",""
"Female","744"
"Male","725"
"16",""
"Female","830"
"Male","789"
"17",""
"Female","652"
"Male","732"
"18",""
"Female","866"
"Male","980"
"19",""
"Female","507"
"Male","514"
"2",""
"Female","518"
"Male","532"
"20",""
"Female","877"
"Male","811"
"21",""
"Female","476"
"Male","504"
"22",""
"Female","805"
"Male","767"
"23",""
"Female","538"
"Male","511"
"24",""
"Female","642"
"Male","615"
"25",""
"Female","937"
"Male","808"
"26",""
"Female","647"
"Male","537"
"27",""
"Female","516"
"Male","487"
"28",""
"Female","793"
"Male","716"
"29",""
"Female","327"
"Male","349"
"3",""
"Female","503"
"Male","526"
"30",""
"Female","1072"
"Male","910"
"31",""
"Female","259"
"Male","317"
"32",""
"Female","579"
"Male","618"
"33",""
"Female","315"
"Male","307"
"34",""
"Female","375"
"Male","333"
"35",""
"Female","986"
"Male","930"
"36",""
"Female","365"
"Male","393"
"37",""
"Female","250"
"Male","251"
"38",""
"Female","514"
"Male","483"
"39",""
"Female","188"
"Male","204"
"4",""
"Female","526"
"Male","581"
"40",""
"Female","896"
"Male","1033"
"41",""
"Female","153"
"Male","197"
"42",""
"Female","360"
"Male","440"
"43",""
"Female","232"
"Male","209"
"44",""
"Female","178"
"Male","210"
"45",""
"Female","677"
"Male","780"
"46",""
"Female","208"
"Male","215"
"47",""
"Female","180"
"Male","153"
"48",""
"Female","326"
"Male","323"
"49",""
"Female","122"
"Male","136"
"5",""
"Female","627"
"Male","646"
"50",""
"Female","644"
"Male","660"
"51",""
"Female","117"
"Male","131"
"52",""
"Female","214"
"Male","274"
"53",""
"Female","159"
"Male","173"
"54",""
"Female","138"
"Male","151"
"55",""
"Female","416"
"Male","439"
"56",""
"Female","129"
"Male","145"
"57",""
"Female","108"
"Male","124"
"58",""
"Female","180"
"Male","192"
"59",""
"Female","74"
"Male","80"
"6",""
"Female","564"
"Male","647"
"60",""
"Female","530"
"Male","477"
"61",""
"Female","80"
"Male","83"
"62",""
"Female","120"
"Male","139"
"63",""
"Female","67"
"Male","84"
"64",""
"Female","58"
"Male","68"
"65",""
"Female","304"
"Male","269"
"66",""
"Female","61"
"Male","69"
"67",""
"Female","58"
"Male","62"
"68",""
"Female","110"
"Male","147"
"69",""
"Female","30"
"Male","39"
"7",""
"Female","574"
"Male","692"
"70",""
"Female","256"
"Male","249"
"71",""
"Female","37"
"Male","35"
"72",""
"Female","70"
"Male","72"
"73",""
"Female","42"
"Male","50"
"74",""
"Female","25"
"Male","36"
"75",""
"Female","125"
"Male","146"
"76",""
"Female","25"
"Male","22"
"77",""
"Female","22"
"Male","20"
"78",""
"Female","52"
"Male","34"
"79",""
"Female","14"
"Male","18"
"8",""
"Female","730"
"Male","787"
"80",""
"Female","90"
"Male","87"
"81",""
"Female","13"
"Male","10"
"82",""
"Female","23"
"Male","16"
"83",""
"Female","10"
"Male","14"
"84",""
"Female","19"
"Male","17"
"85",""
"Female","87"
"Male","91"
"9",""
"Female","523"
"Male","524"
