"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","115"
"Male","144"
"Badi",""
"Female","15"
"Male","11"
"Bangali",""
"Female","120"
"Male","144"
"Bantar/Sardar",""
"Female","10"
"Male","6"
"Baraee",""
"Female","159"
"Male","182"
"Bin",""
"Female","2"
"Male","12"
"Brahman - Hill",""
"Female","5842"
"Male","5816"
"Brahman - Tarai",""
"Female","239"
"Male","236"
"Chamar/ Harijan/ Ram",""
"Female","875"
"Male","892"
"Chhetri",""
"Female","2817"
"Male","2647"
"Dalit Others",""
"Female","75"
"Male","55"
"Damai/Dholi",""
"Female","164"
"Male","139"
"Dhandi",""
"Female","80"
"Male","86"
"Dhankar/ Dharikar",""
"Female","35"
"Male","48"
"Dhanuk",""
"Female","13"
"Male","17"
"Dhobi",""
"Female","495"
"Male","513"
"Dhunia",""
"Female","11"
"Male","7"
"Dusadh/ Pasawan/ Pasi",""
"Female","223"
"Male","218"
"Foreigner",""
"Female","24"
"Male","51"
"Gaderi/Bhedihar",""
"Female","111"
"Male","108"
"Gharti/Bhujel",""
"Female","3"
"Male","12"
"Gurung",""
"Female","1630"
"Male","1378"
"Hajam/Thakur",""
"Female","330"
"Male","332"
"Halkhor",""
"Female","14"
"Male","15"
"Halwai",""
"Female","246"
"Male","276"
"Kahar",""
"Female","851"
"Male","889"
"Kalwar",""
"Female","211"
"Male","220"
"Kami",""
"Female","865"
"Male","859"
"Kanu",""
"Female","56"
"Male","73"
"Kathabaniyan",""
"Female","1450"
"Male","1566"
"Kayastha",""
"Female","327"
"Male","358"
"Kewat",""
"Female","250"
"Male","288"
"Koiri/Kushwaha",""
"Female","375"
"Male","415"
"Kumal",""
"Female","24"
"Male","26"
"Kumhar",""
"Female","18"
"Male","26"
"Kurmi",""
"Female","560"
"Male","607"
"Limbu",""
"Female","21"
"Male","11"
"Lodh",""
"Female","71"
"Male","92"
"Lohar",""
"Female","104"
"Male","118"
"Magar",""
"Female","2823"
"Male","2388"
"Majhi",""
"Female","99"
"Male","125"
"Mali",""
"Female","11"
"Male","4"
"Mallaha",""
"Female","521"
"Male","575"
"Marwadi",""
"Female","243"
"Male","299"
"Musahar",""
"Female","22"
"Male","19"
"Musalman",""
"Female","3801"
"Male","3841"
"Newar",""
"Female","1275"
"Male","1154"
"Others",""
"Female","53"
"Male","43"
"Pattharkatta/ Kushwadiya",""
"Female","6"
"Male","7"
"Punjabi/Sikh",""
"Female","8"
"Male","9"
"Rai",""
"Female","74"
"Male","61"
"Rajbhar",""
"Female","60"
"Male","60"
"Rajdhob",""
"Female","34"
"Male","37"
"Rajput",""
"Female","45"
"Male","63"
"Sanyasi/Dasnami",""
"Female","67"
"Male","80"
"Sarki",""
"Female","42"
"Male","35"
"Sherpa",""
"Female","25"
"Male","28"
"Sudhi",""
"Female","5"
"Male","6"
"Sunuwar",""
"Female","16"
"Male","23"
"Tamang",""
"Female","104"
"Male","97"
"Teli",""
"Female","667"
"Male","752"
"Terai Others",""
"Female","121"
"Male","161"
"Thakali",""
"Female","80"
"Male","70"
"Thakuri",""
"Female","449"
"Male","368"
"Tharu",""
"Female","734"
"Male","757"
"Undefined Others",""
"Female","8"
"Male","15"
"Yadav",""
"Female","1586"
"Male","1703"
