"Population by Educational Attainment","Number"
"Beginners",""
"Female","339"
"Male","353"
"","692"
"Graduate and Equivalent",""
"Female","34"
"Male","97"
"","131"
"Intermediate and Equivalent",""
"Female","234"
"Male","213"
"","447"
"Level not Stated",""
"Female","19"
"Male","21"
"","40"
"Lower Secondary (Class 6-8)",""
"Female","1653"
"Male","1356"
"","3009"
"Non Formal Education",""
"Female","441"
"Male","356"
"","797"
"Others",""
"Female","12"
"Male","4"
"","16"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","32"
"","33"
"Primary Education (1-5 Class)",""
"Female","3097"
"Male","3219"
"","6316"
"Secondary Level (Class 9-10)",""
"Female","608"
"Male","590"
"","1198"
"SLC and Equivalent",""
"Female","495"
"Male","538"
"","1033"
